"Numero_expedient","Codi_districte","Nom_districte","Codi_barri","Nom_barri","Codi_carrer","Nom_carrer","Num_postal","Descripcio_dia_setmana","NK_Any","Mes_any","Nom_mes","Dia_mes","Hora_dia","Descripcio_torn","Descripcio_causa_vianant","Descripcio_tipus_vehicle","Descripcio_model","Descripcio_marca","Descripcio_color","Descripcio_carnet","Antiguitat_carnet","Coordenada_UTM_X_ED50","Coordenada_UTM_Y_ED50","Longitud_WGS84","Latitud_WGS84"
"2021S000858    ",-1,"Desconegut",-1,"Desconegut",-1,"Arístides Maillol                                 ","6-18      ","Dijous","2021",2,"Febrer","18","21","Tarda","No és causa del  vianant","Ciclomotor","LIBERTY 50 4T DELIVERY","PIAGGIO","Desconegut","AM","15","-1","-1",,
"2021S000858    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Dijous","2021",2,"Febrer","18","21","Tarda","No és causa del  vianant","Turisme","CORSA C","OPEL","Blanc","B","26","-1","-1",,
"2021S002939    ",-1,"Desconegut",-1,"Desconegut",-1,"Corts Catalanes                                   ","128-132   ","Dijous","2021",6,"Juny","3","09","Matí","No és causa del  vianant","Turisme","LEON FR","SEAT","Vermell","B","9","-1","-1",,
"2021S002939    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Dijous","2021",6,"Juny","3","09","Matí","No és causa del  vianant","Turisme","SCIROCCO","VOLKSWAGEN","Blanc","B","10","-1","-1",,
"2021S004388    ",-1,"Desconegut",-1,"Desconegut",-1,"Estatut de Catalunya                              ","2-14      ","Dijous","2021",8,"Agost","5","11","Matí","No és causa del  vianant","Motocicleta","R 1200 RS","BMW","Negre","A","25","-1","-1",,
"2021S004388    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Dijous","2021",8,"Agost","5","11","Matí","No és causa del  vianant","Turisme","QASHQAI","NISSAN","Negre","B","57","-1","-1",,
"2021S007143    ",-1,"Desconegut",-1,"Desconegut",-1,"Corts / Arístides Maillol                         ",,"Dijous","2021",12,"Desembre","9","14","Tarda","No és causa del  vianant","Motocicleta","AGILITY CITY 125","KYMCO","Blanc","A2","Desconegut","-1","-1",,
"2021S007143    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Dijous","2021",12,"Desembre","9","14","Tarda","No és causa del  vianant","Turisme","TOYOTA YARIS CROSS","TOYOTA","Blanc","B","16","-1","-1",,
"2021S000300    ",-1,"Desconegut",-1,"Desconegut",-1,"Vall d'Hebron                                     ","119-129   ","Dilluns","2021",1,"Gener","18","21","Tarda","No és causa del  vianant","Turisme","IBIZA","SEAT","Blanc","B","10","-1","-1",,
"2021S001166    ",-1,"Desconegut",-1,"Desconegut",-1,"Trinitat                                          ","K0        ","Dilluns","2021",3,"Març","8","09","Matí","No és causa del  vianant","Motocicleta","NINJA ZX-10R ABS","KAWASAKI","Negre","A","10","-1","-1",,
"2021S001166    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Dilluns","2021",3,"Març","8","09","Matí","No és causa del  vianant","Turisme","PASSAT","VOLKSWAGEN","Negre","B","30","-1","-1",,
"2021S004901    ",-1,"Desconegut",-1,"Desconegut",-1,"Pere IV / Badajoz                                 ",,"Dilluns","2021",9,"Setembre","6","18","Tarda","No és causa del  vianant","Motocicleta","SH 125","HONDA","Negre","B","32","-1","-1",,
"2021S004901    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Dilluns","2021",9,"Setembre","6","18","Tarda","No és causa del  vianant","Turisme","POLO 1.4","VOLKSWAGEN","Negre","B","5","-1","-1",,
"2021S007585    ",-1,"Desconegut",-1,"Desconegut",-1,"Número 3 Zona Franca / A Zona Franca              ",,"Dilluns","2021",12,"Desembre","27","14","Tarda","No és causa del  vianant","Furgoneta","VITO FURGÓN 114 CDI","MERCEDES-BENZ","Blanc","B","3","-1","-1",,
"2021S007585    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Dilluns","2021",12,"Desembre","27","14","Tarda","No és causa del  vianant","Tractor camió","FTP CF 85410","DAF-HERMANNS","Desconegut","C","18","-1","-1",,
"2021S004674    ",-1,"Desconegut",-1,"Desconegut",-1,"Corts                                             ","63        ","Dimarts","2021",8,"Agost","24","08","Matí","No és causa del  vianant","Motocicleta","MP3 500 LT","PIAGGIO","Negre","B","25","-1","-1",,
"2021S004674    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Dimarts","2021",8,"Agost","24","08","Matí","No és causa del  vianant","Turisme","YARIS HYBRID","TOYOTA","Blanc","B","38","-1","-1",,
"2021S007098    ",-1,"Desconegut",-1,"Desconegut",-1,"Número 4 Zona Franca                              ","85        ","Dimarts","2021",12,"Desembre","7","06","Matí","No és causa del  vianant","Furgoneta","NISSAN NV200","NISSAN","Blau","B","33","-1","-1",,
"2021S007098    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Dimarts","2021",12,"Desembre","7","06","Matí","No és causa del  vianant","Motocicleta","WW125EX2","HONDA","Negre","B","3","-1","-1",,
"2021S002333    ",-1,"Desconegut",-1,"Desconegut",-1,"Guinardó                                          ","58        ","Dimecres","2021",5,"Maig","5","15","Tarda","No és causa del  vianant","Ciclomotor","SH 50","HONDA","Verd","AM","9","-1","-1",,
"2021S002333    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Dimecres","2021",5,"Maig","5","15","Tarda","No és causa del  vianant","Furgoneta","RIFTER ACTIVE BLUEHDI","PEUGEOT","Blanc","B","Desconegut","-1","-1",,
"2021S003460    ",-1,"Desconegut",-1,"Desconegut",-1,"Santa Creu Olorda a Sarrià                        ","190-192   ","Dimecres","2021",6,"Juny","23","19","Tarda","No és causa del  vianant","Camió rígid <= 3,5 tones","CABSTAR NT400","SEMICARFRAN SL","Blanc","B","22","-1","-1",,
"2021S003460    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Dimecres","2021",6,"Juny","23","19","Tarda","No és causa del  vianant","Turisme","500","FIAT","Blanc","B","27","-1","-1",,
"2021S006428    ",-1,"Desconegut",-1,"Desconegut",-1,"Número 4 Zona Franca                              ","100       ","Dimecres","2021",11,"Novembre","10","15","Tarda","No és causa del  vianant","Motocicleta","GSX-R600","SUZUKI","Vermell","A","16","-1","-1",,
"2021S006428    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Dimecres","2021",11,"Novembre","10","15","Tarda","No és causa del  vianant","Motocicleta","SH 300","HONDA","Negre","A","12","-1","-1",,
"2021S006593    ",-1,"Desconegut",-1,"Desconegut",-1,"Joan XXIII                                        ","3-15      ","Dimecres","2021",11,"Novembre","17","14","Tarda","No és causa del  vianant","Motocicleta","MTN125-A","YAMAHA","Negre","B","5","-1","-1",,
"2021S006593    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Dimecres","2021",11,"Novembre","17","14","Tarda","No és causa del  vianant","Turisme","V 220 D","MERCEDES-BENZ","Negre","B","40","-1","-1",,
"2021S006247    ",-1,"Desconegut",-1,"Desconegut",-1,"Glòries Catalanes                                 ","7         ","Dimecres","2021",11,"Novembre","3","12","Matí","No és causa del  vianant","Autobús articulat","HYBRID H18","SOLARIS","Vermell","D","8","-1","-1",,
"2021S000251    ",-1,"Desconegut",-1,"Desconegut",-1,"Estatut de Catalunya                              ","11        ","Dissabte","2021",1,"Gener","16","16","Tarda","No és causa del  vianant","Motocicleta","AGILITY CITY 125","KYMCO","Negre","A1","16","-1","-1",,
"2021S000251    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Dissabte","2021",1,"Gener","16","16","Tarda","No és causa del  vianant","Motocicleta","YP125R","YAMAHA","Negre","B","15","-1","-1",,
"2021S000251    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Dissabte","2021",1,"Gener","16","16","Tarda","No és causa del  vianant","Turisme","I 30 N","HYUNDAI","Blanc","B","9","-1","-1",,
"2021S001037    ",-1,"Desconegut",-1,"Desconegut",-1,"A Zona Franca / Número 3 Zona Franca              ",,"Dissabte","2021",2,"Febrer","27","14","Tarda","No és causa del  vianant","Motocicleta","TIGER 800 XRT","TRIUMPH","Desconegut","A","16","-1","-1",,
"2021S000039    ",-1,"Desconegut",-1,"Desconegut",-1,"A Zona Franca / Número 3 Zona Franca              ",,"Diumenge","2021",1,"Gener","3","20","Tarda","No és causa del  vianant","Motocicleta","CRF1000A2","HONDA","Blau","A","1","-1","-1",,
"2021S000638    ",-1,"Desconegut",-1,"Desconegut",-1,"Còrsega                                           ","498-502   ","Diumenge","2021",2,"Febrer","7","18","Tarda","No és causa del  vianant","Ciclomotor","VESPA LX50","PIAGGIO","Vermell","Desconegut","Desconegut","-1","-1",,
"2021S000638    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Diumenge","2021",2,"Febrer","7","18","Tarda","No és causa del  vianant","Motocicleta","SH 125","HONDA","Blanc","Desconegut","Desconegut","-1","-1",,
"2021S000638    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Diumenge","2021",2,"Febrer","7","18","Tarda","No és causa del  vianant","Motocicleta","UH 125","SUZUKI","Negre","Desconegut","Desconegut","-1","-1",,
"2021S000638    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Diumenge","2021",2,"Febrer","7","18","Tarda","No és causa del  vianant","Motocicleta","UH 200","SUZUKI","Gris","Desconegut","Desconegut","-1","-1",,
"2021S000638    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Diumenge","2021",2,"Febrer","7","18","Tarda","No és causa del  vianant","Turisme","NEW BEETLE","VOLKSWAGEN","Blau","B","31","-1","-1",,
"2021S006009    ",-1,"Desconegut",-1,"Desconegut",-1,"General Vives / Augusta                           ",,"Diumenge","2021",10,"Octubre","24","18","Tarda","No és causa del  vianant","Motocicleta","S02","SILENCE","Desconegut","A","31","-1","-1",,
"2021S007212    ",-1,"Desconegut",-1,"Desconegut",-1,"Arístides Maillol                                 ","23        ","Diumenge","2021",12,"Desembre","12","13","Matí","No és causa del  vianant","Turisme","NUEVO BERLINGO TALLA X","CITROEN","Blau","B","38","-1","-1",,
"2021S007212    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Diumenge","2021",12,"Desembre","12","13","Matí","No és causa del  vianant","Turisme","XSARA PICASSO","CITROEN","Gris","B","47","-1","-1",,
"2021S000216    ",-1,"Desconegut",-1,"Desconegut",-1,"Trajana / Binèfar                                 ",,"Divendres","2021",1,"Gener","15","08","Matí","No és causa del  vianant","Ciclomotor","CS 50 Z","YAMAHA","Gris","Llicència","33","-1","-1",,
"2021S000216    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Divendres","2021",1,"Gener","15","08","Matí","No és causa del  vianant","Turisme","GOLF 1.8","VOLKSWAGEN","Negre","B","16","-1","-1",,
"2021S002375    ",-1,"Desconegut",-1,"Desconegut",-1,"Francesc Ferrer i Guàrdia / Mèxic                 ",,"Divendres","2021",5,"Maig","7","11","Matí","No és causa del  vianant","Maquinària d'obres i serveis","FAT CF 75 310","DAF-HERMANNS","Blanc","C","13","-1","-1",,
"2021S002375    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Divendres","2021",5,"Maig","7","11","Matí","No és causa del  vianant","Taxi","LEON ST","SEAT","Negre/Groc","B","15","-1","-1",,
"2021S004839    ",-1,"Desconegut",-1,"Desconegut",-1,"A Zona Franca                                     ","81        ","Divendres","2021",9,"Setembre","3","07","Matí","No és causa del  vianant","Motocicleta","K-XCT 300I","KYMCO","Desconegut","A","12","-1","-1",,
"2021S004839    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Divendres","2021",9,"Setembre","3","07","Matí","No és causa del  vianant","Veh. mobilitat personal amb motor","Desconegut","XIAOMI","Desconegut","Desconegut","Desconegut","-1","-1",,
"2021S005773    ",-1,"Desconegut",-1,"Desconegut",-1,"Número 50 Zona Franca / Número 3 Zona Franca      ",,"Divendres","2021",10,"Octubre","15","06","Matí","No és causa del  vianant","Motocicleta","XP500","YAMAHA","Negre","A","32","-1","-1",,
"2021S005773    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Divendres","2021",10,"Octubre","15","06","Matí","No és causa del  vianant","Turisme","ATECA","SEAT","Blanc","B","1","-1","-1",,
"2021S005729    ",-1,"Desconegut",-1,"Desconegut",-1,"Corts                                             ","65-71     ","Divendres","2021",10,"Octubre","8","14","Tarda","No és causa del  vianant","Autobús","NL 243 F","MAN","Desconegut","D","5","-1","-1",,
"2021S005729    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Divendres","2021",10,"Octubre","8","14","Tarda","No és causa del  vianant","Turisme","Desconegut","Desconegut","Desconegut","Desconegut","Desconegut","-1","-1",,
"2021S003044    ",1,"Ciutat Vella",1,"el Raval",16408,"Àngels","0002 0002","Dilluns","2021",6,"Juny","7","14","Tarda","Creuar per fora pas de vianants","Furgoneta","BERL HDI90 TONIC","CITROEN","Blanc","B","33","430607.86","4581665.85",2.168972613,41.381678111
"2021S000109    ",1,"Ciutat Vella",1,"el Raval",16408,"Àngels","0007 0007","Divendres","2021",1,"Gener","8","16","Tarda","Creuar per fora pas de vianants","Turisme","A 170","MERCEDES","Gris","B","10","430509.33","4581769.33",2.167782478,41.382601615
"2021S000853    ",1,"Ciutat Vella",1,"el Raval",21306,"Arc del Teatre","0067 0067","Dijous","2021",2,"Febrer","18","14","Tarda","Creuar per fora pas de vianants","Turisme","FOX","VOLKSWAGEN","Groc","B","8","430936.44","4580949.76",2.172983556,41.375256778
"2021S004603    ",1,"Ciutat Vella",1,"el Raval",34308,"Rambla","0007 0007","Dijous","2021",8,"Agost","19","13","Matí","No és causa del  vianant","Bicicleta","Desconegut","ES DESCONEIX","Vermell","Desconegut","Desconegut","431182.20","4581170.70",2.175897070,41.377267790
"2021S004603    ",1,"Ciutat Vella",1,"el Raval",34308,"Rambla","0007 0007","Dijous","2021",8,"Agost","19","13","Matí","No és causa del  vianant","Turisme","ANTARA","OPEL","Gris","B","9","431182.20","4581170.70",2.175897070,41.377267790
"2021S003039    ",1,"Ciutat Vella",1,"el Raval",34308,"Rambla","0007 0007","Diumenge","2021",6,"Juny","6","12","Matí","No és causa del  vianant","Turisme","FOCUS","FORD","Blanc","B","5","431182.20","4581170.70",2.175897070,41.377267790
"2021S003039    ",1,"Ciutat Vella",1,"el Raval",34308,"Rambla","0007 0007","Diumenge","2021",6,"Juny","6","12","Matí","No és causa del  vianant","Turisme","GOLF","VOLKSWAGEN","Negre","B","9","431182.20","4581170.70",2.175897070,41.377267790
"2021S005881    ",1,"Ciutat Vella",1,"el Raval",34308,"Rambla","0041 0041","Dimecres","2021",10,"Octubre","20","01","Nit","Creuar per fora pas de vianants","Turisme","Q2","AUDI","Gris","B","8","431062.32","4581421.75",2.174435020,41.379518661
"2021S005028    ",1,"Ciutat Vella",1,"el Raval",34308,"Rambla","0041 0041","Diumenge","2021",9,"Setembre","12","11","Matí","No és causa del  vianant","Turisme","IBIZA 1.9 TDI 3P.","SEAT","Desconegut","B","31","431062.32","4581421.75",2.174435020,41.379518661
"2021S001119    ",1,"Ciutat Vella",1,"el Raval",34308,"Rambla","0043 0043","Dijous","2021",3,"Març","4","21","Tarda","No és causa del  vianant","Motocicleta","XP530D-A  (TMAX DX)","YAMAHA","Negre","B","10","431058.41","4581427.91",2.174387563,41.379573807
"2021S001119    ",1,"Ciutat Vella",1,"el Raval",34308,"Rambla","0043 0043","Dijous","2021",3,"Març","4","21","Tarda","No és causa del  vianant","Turisme","SWIFT","SUZUKI","Blanc","Desconegut","Desconegut","431058.41","4581427.91",2.174387563,41.379573807
"2021S004814    ",1,"Ciutat Vella",1,"el Raval",34308,"Rambla","0063 0063","Dilluns","2021",8,"Agost","30","15","Tarda","No és causa del  vianant","Turisme","CORSA-E","OPEL","Gris","B","Desconegut","430976.98","4581555.37",2.173399295,41.380714818
"2021S004814    ",1,"Ciutat Vella",1,"el Raval",34308,"Rambla","0063 0063","Dilluns","2021",8,"Agost","30","15","Tarda","No és causa del  vianant","Veh. mobilitat personal amb motor","Desconegut","Desconegut","Desconegut","Desconegut","Desconegut","430976.98","4581555.37",2.173399295,41.380714818
"2021S004678    ",1,"Ciutat Vella",1,"el Raval",34308,"Rambla","0089 0089","Dimarts","2021",8,"Agost","24","11","Matí","No és causa del  vianant","Camió rígid <= 3,5 tones","CABSTAR","NISSAN","Blanc","B","34","430889.95","4581690.68",2.172343129,41.381926042
"2021S004043    ",1,"Ciutat Vella",1,"el Raval",34308,"Rambla","0091 0091","Dilluns","2021",7,"Juliol","19","11","Matí","No és causa del  vianant","Motocicleta","SH125AD","HONDA","Negre","B","2","430873.87","4581715.50",2.172148004,41.382148206
"2021S004043    ",1,"Ciutat Vella",1,"el Raval",34308,"Rambla","0091 0091","Dilluns","2021",7,"Juliol","19","11","Matí","No és causa del  vianant","Taxi","TOLEDO","SEAT","Negre/Groc","B","5","430873.87","4581715.50",2.172148004,41.382148206
"2021S004043    ",1,"Ciutat Vella",1,"el Raval",34308,"Rambla","0091 0091","Dilluns","2021",7,"Juliol","19","11","Matí","No és causa del  vianant","Turisme","C4 CACTUS BLUEHDI 100","CITROEN","Gris","B","45","430873.87","4581715.50",2.172148004,41.382148206
"2021S004167    ",1,"Ciutat Vella",1,"el Raval",34308,"Rambla","0113 0113","Dilluns","2021",7,"Juliol","26","20","Tarda","Creuar per fora pas de vianants","Bicicleta","Desconegut","Desconegut","Vermell","Desconegut","Desconegut","430766.34","4581920.24",2.170838699,41.383982988
"2021S004672    ",1,"Ciutat Vella",1,"el Raval",67307,"Carme","0050 0050","Dimarts","2021",8,"Agost","24","03","Nit","No és causa del  vianant","Camió rígid > 3,5 tones","40C14 GNC","IVECO BUS","Blanc","B","16","430547.85","4581629.11",2.168259203,41.381342024
"2021S007013    ",1,"Ciutat Vella",1,"el Raval",67307,"Carme","0075 0079","Divendres","2021",12,"Desembre","3","12","Matí","No és causa del  vianant","Motocicleta","ZR 800","KAWASAKI","Negre","B","8","430479.42","4581533.30",2.167451891,41.380473178
"2021S003024    ",1,"Ciutat Vella",1,"el Raval",67307,"Carme","0089 0089","Diumenge","2021",6,"Juny","6","17","Tarda","No és causa del  vianant","Bicicleta","Desconegut","Desconegut","Negre","Desconegut","Desconegut","430450.50","4581506.31",2.167109160,41.380227587
"2021S003024    ",1,"Ciutat Vella",1,"el Raval",67307,"Carme","0089 0089","Diumenge","2021",6,"Juny","6","17","Tarda","No és causa del  vianant","Motocicleta","X8 125","PIAGGIO","Desconegut","Desconegut","Desconegut","430450.50","4581506.31",2.167109160,41.380227587
"2021S003024    ",1,"Ciutat Vella",1,"el Raval",67307,"Carme","0089 0089","Diumenge","2021",6,"Juny","6","17","Tarda","No és causa del  vianant","Taxi","PRIUS PLUS","TOYOTA","Negre/Groc","B","2","430450.50","4581506.31",2.167109160,41.380227587
"2021S001906    ",1,"Ciutat Vella",1,"el Raval",68503,"Carretes","0044 0044","Dimarts","2021",4,"Abril","13","20","Tarda","No és causa del  vianant","Bicicleta","Desconegut","Desconegut","Negre","Desconegut","Desconegut","430455.95","4581207.96",2.167208586,41.377540907
"2021S004788    ",1,"Ciutat Vella",1,"el Raval",76501,"Cera","0040 0040","Dimarts","2021",8,"Agost","31","11","Matí","Altres","Furgoneta","Desconegut","MERCEDES","Gris","Desconegut","Desconegut","430288.69","4581272.70",2.165201101,41.378109520
"2021S002229    ",1,"Ciutat Vella",1,"el Raval",86902,"Nou de la Rambla","0024 0024","Dijous","2021",4,"Abril","29","19","Tarda","Creuar per fora pas de vianants","Bicicleta","Desconegut","Desconegut","Desconegut","Desconegut","Desconegut","430979.16","4581297.73",2.173454722,41.378394514
"2021S000650    ",1,"Ciutat Vella",1,"el Raval",86902,"Nou de la Rambla","0064X0064X","Dilluns","2021",2,"Febrer","8","12","Matí","No és causa del  vianant","Turisme","QUBO","FIAT","Blau","B","17","430867.06","4581157.09",2.172130302,41.377118180
"2021S000650    ",1,"Ciutat Vella",1,"el Raval",86902,"Nou de la Rambla","0064X0064X","Dilluns","2021",2,"Febrer","8","12","Matí","No és causa del  vianant","Veh. mobilitat personal amb motor","M-365","XIAOMI","Negre","Desconegut","Desconegut","430867.06","4581157.09",2.172130302,41.377118180
"2021S001589    ",1,"Ciutat Vella",1,"el Raval",86902,"Nou de la Rambla","0064X0064X","Dissabte","2021",3,"Març","27","10","Matí","No és causa del  vianant","Bicicleta","Desconegut","ORBEA","Blau","Desconegut","Desconegut","430867.06","4581157.09",2.172130302,41.377118180
"2021S001589    ",1,"Ciutat Vella",1,"el Raval",86902,"Nou de la Rambla","0064X0064X","Dissabte","2021",3,"Març","27","10","Matí","No és causa del  vianant","Turisme","AVEO","CHEVROLET","Gris","B","22","430867.06","4581157.09",2.172130302,41.377118180
"2021S004367    ",1,"Ciutat Vella",1,"el Raval",86902,"Nou de la Rambla","0104 0106","Dimarts","2021",8,"Agost","3","15","Tarda","Creuar per fora pas de vianants","Turisme","207 1.4","PEUGEOT","Blau","B","15","430720.62","4580973.17",2.170400268,41.375449064
"2021S007250    ",1,"Ciutat Vella",1,"el Raval",86902,"Nou de la Rambla","0108X0108X","Dilluns","2021",12,"Desembre","13","17","Tarda","No és causa del  vianant","Autobús articulat","NEW CITY MAN A-24GNC","CARROCERA CASTROSUA SA","Desconegut","D","6","430695.81","4580942.22",2.170107149,41.375168168
"2021S007250    ",1,"Ciutat Vella",1,"el Raval",86902,"Nou de la Rambla","0108X0108X","Dilluns","2021",12,"Desembre","13","17","Tarda","No és causa del  vianant","Ciclomotor","VESPA LX50","PIAGGIO","Blau","AM","32","430695.81","4580942.22",2.170107149,41.375168168
"2021S004107    ",1,"Ciutat Vella",1,"el Raval",86902,"Nou de la Rambla","0108X0108X","Dimecres","2021",7,"Juliol","21","17","Tarda","Altres","Motocicleta","V200 SPECIAL","LAMBRETTA","Desconegut","A","41","430695.81","4580942.22",2.170107149,41.375168168
"2021S003397    ",1,"Ciutat Vella",1,"el Raval",111001,"Erasme de Janer","0004 0004","Dilluns","2021",6,"Juny","21","09","Matí","No és causa del  vianant","Motocicleta","X-MAX 250","YAMAHA","Desconegut","B","17","430349.47","4581489.97",2.165902909,41.380071673
"2021S003397    ",1,"Ciutat Vella",1,"el Raval",111001,"Erasme de Janer","0004 0004","Dilluns","2021",6,"Juny","21","09","Matí","No és causa del  vianant","Veh. mobilitat personal amb motor","Desconegut","Desconegut","Desconegut","Desconegut","Desconegut","430349.47","4581489.97",2.165902909,41.380071673
"2021S004133    ",1,"Ciutat Vella",1,"el Raval",116800,"Est","0021 0023","Dimecres","2021",7,"Juliol","21","12","Matí","No és causa del  vianant","Camió rígid > 3,5 tones","1828K","MERCEDES","Desconegut","C","5","431020.33","4581156.15",2.173963148,41.377122875
"2021S003233    ",1,"Ciutat Vella",1,"el Raval",122609,"Ferlandina","0009X0009X","Dilluns","2021",6,"Juny","14","23","Nit","No és causa del  vianant","Furgoneta","TRAFIC","RENAULT","Blau","B","8","430443.96","4581802.95",2.166996885,41.382898769
"2021S000473    ",1,"Ciutat Vella",1,"el Raval",122609,"Ferlandina","0043 0043","Dissabte","2021",2,"Febrer","6","21","Tarda","No és causa del  vianant","Ciclomotor","YN 50","YAMAHA","Desconegut","Desconegut","Desconegut","430334.81","4581707.64",2.165702565,41.382030891
"2021S001342    ",1,"Ciutat Vella",1,"el Raval",140203,"Drassanes","0013X0013X","Dimarts","2021",3,"Març","16","15","Tarda","No és causa del  vianant","Turisme","C4 1.6","CITROEN","Negre","B","4","431007.79","4581075.25",2.173822414,41.376393155
"2021S004125    ",1,"Ciutat Vella",1,"el Raval",157909,"Hospital","0012 0014","Dijous","2021",7,"Juliol","22","16","Tarda","No és causa del  vianant","Ciclomotor","NOVA 3000","EMCO","Verd","Desconegut","Desconegut","430903.35","4581597.20",2.172514037,41.381085246
"2021S004125    ",1,"Ciutat Vella",1,"el Raval",157909,"Hospital","0012 0014","Dijous","2021",7,"Juliol","22","16","Tarda","No és causa del  vianant","Furgoneta","DOKKER","DACIA","Blanc","B","3","430903.35","4581597.20",2.172514037,41.381085246
"2021S000842    ",1,"Ciutat Vella",1,"el Raval",157909,"Hospital","0034 0034","Dimecres","2021",2,"Febrer","17","21","Tarda","No és causa del  vianant","Bicicleta","Desconegut","Desconegut","Desconegut","Desconegut","Desconegut","430845.83","4581577.26",2.171828472,41.380900707
"2021S003912    ",1,"Ciutat Vella",1,"el Raval",157909,"Hospital","0053 0053","Dimarts","2021",7,"Juliol","13","22","Nit","Creuar per fora pas de vianants","Bicicleta","Desconegut","Desconegut","Vermell","Desconegut","Desconegut","430773.20","4581540.84",2.170964106,41.380566433
"2021S001716    ",1,"Ciutat Vella",1,"el Raval",157909,"Hospital","0098 0098","Dissabte","2021",4,"Abril","3","14","Tarda","No és causa del  vianant","Bicicleta","Desconegut","BTWIN","Vermell","Desconegut","Desconegut","430540.66","4581462.13",2.168192372,41.379837463
"2021S001716    ",1,"Ciutat Vella",1,"el Raval",157909,"Hospital","0098 0098","Dissabte","2021",4,"Abril","3","14","Tarda","No és causa del  vianant","Turisme","MEGANE","RENAULT","Blau","B","14","430540.66","4581462.13",2.168192372,41.379837463
"2021S007521    ",1,"Ciutat Vella",1,"el Raval",167709,"Joaquín Costa","0051 0051","Dijous","2021",12,"Desembre","23","19","Tarda","No és causa del  vianant","Turisme","225XE IPERFORMANCE","BMW","Blau","B","11","430262.78","4581857.73",2.164823914,41.383376462
"2021S005330    ",1,"Ciutat Vella",1,"el Raval",177305,"Lleialtat","0008 0008","Dissabte","2021",9,"Setembre","25","04","Nit","No és causa del  vianant","Furgoneta","CITAN","MERCEDES-BENZ","Blanc","B","18","430419.68","4581156.27",2.166780819,41.377072213
"2021S005330    ",1,"Ciutat Vella",1,"el Raval",177305,"Lleialtat","0008 0008","Dissabte","2021",9,"Setembre","25","04","Nit","No és causa del  vianant","Veh. mobilitat personal amb motor","Desconegut","XIAOMI","Negre","Desconegut","Desconegut","430419.68","4581156.27",2.166780819,41.377072213
"2021S001309    ",1,"Ciutat Vella",1,"el Raval",177305,"Lleialtat","0008 0008","Diumenge","2021",3,"Març","14","22","Nit","No és causa del  vianant","Bicicleta","Desconegut","Desconegut","Negre","Desconegut","Desconegut","430419.68","4581156.27",2.166780819,41.377072213
"2021S001309    ",1,"Ciutat Vella",1,"el Raval",177305,"Lleialtat","0008 0008","Diumenge","2021",3,"Març","14","22","Nit","No és causa del  vianant","Turisme","PICANTO","KIA","Gris","B","13","430419.68","4581156.27",2.166780819,41.377072213
"2021S002622    ",1,"Ciutat Vella",1,"el Raval",177702,"Lleó","0001C0001C","Dimarts","2021",5,"Maig","18","21","Tarda","No és causa del  vianant","Bicicleta","Desconegut","PEUGEOT","Violeta","Desconegut","Desconegut","430291.69","4581682.47",2.165189814,41.381800456
"2021S002622    ",1,"Ciutat Vella",1,"el Raval",177702,"Lleó","0001C0001C","Dimarts","2021",5,"Maig","18","21","Tarda","No és causa del  vianant","Veh. mobilitat personal amb motor","Desconegut","Desconegut","Desconegut","Desconegut","Desconegut","430291.69","4581682.47",2.165189814,41.381800456
"2021S002141    ",1,"Ciutat Vella",1,"el Raval",183206,"Lluna","0002B0002B","Dissabte","2021",4,"Abril","24","23","Nit","No és causa del  vianant","Bicicleta","Desconegut","Desconegut","Desconegut","Desconegut","Desconegut","430416.60","4581548.21",2.166698965,41.380602035
"2021S002141    ",1,"Ciutat Vella",1,"el Raval",183206,"Lluna","0002B0002B","Dissabte","2021",4,"Abril","24","23","Nit","No és causa del  vianant","Turisme","5","MAZDA","Negre","B","2","430416.60","4581548.21",2.166698965,41.380602035
"2021S007275    ",1,"Ciutat Vella",1,"el Raval",198804,"Paral·lel","0036 0036","Dimarts","2021",12,"Desembre","14","21","Tarda","No és causa del  vianant","Turisme","B 150","MERCEDES-BENZ","Negre","B","8","430934.44","4580915.69",2.172963525,41.374949747
