"Numero_expedient","Codi_districte","Nom_districte","Codi_barri","Nom_barri","Codi_carrer","Nom_carrer","Num_postal","Descripcio_dia_setmana","NK_Any","Mes_any","Nom_mes","Dia_mes","Hora_dia","Descripcio_torn","Descripcio_causa_vianant","Descripcio_tipus_vehicle","Descripcio_model","Descripcio_marca","Descripcio_color","Descripcio_carnet","Antiguitat_carnet","Coordenada_UTM_X_ED50","Coordenada_UTM_Y_ED50","Longitud_WGS84","Latitud_WGS84"
"2021S000050    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",110304,"Enric Granados","0100 0102","Dilluns","2021",1,"Gener","4","15","Tarda","No és causa del  vianant","Furgoneta","FIORINO","FIAT","Blanc","B","3","429451.29","4582994.06",2.154987151,41.393540213
"2021S000050    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",110304,"Enric Granados","0100 0102","Dilluns","2021",1,"Gener","4","15","Tarda","No és causa del  vianant","Motocicleta","VESPA PRIMAVERA 125 AB","PIAGGIO","Desconegut","B","11","429451.29","4582994.06",2.154987151,41.393540213
"2021S001721    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",110304,"Enric Granados","0139 0139","Dissabte","2021",4,"Abril","3","15","Tarda","No és causa del  vianant","Camió rígid <= 3,5 tones","ATLEON","NISSAN","Blanc","C","10","429379.13","4583035.52",2.154119241,41.393907292
"2021S006426    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0409 0409","Dimecres","2021",11,"Novembre","10","13","Matí","No és causa del  vianant","Motocicleta","YP250RA","YAMAHA","Blanc","A2","3","429423.13","4583162.06",2.154630752,41.395050858
"2021S006426    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0409 0409","Dimecres","2021",11,"Novembre","10","13","Matí","No és causa del  vianant","Turisme","MEGANE","RENAULT","Vermell","B","16","429423.13","4583162.06",2.154630752,41.395050858
"2021S006495    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0409 0409","Divendres","2021",11,"Novembre","12","18","Tarda","No és causa del  vianant","Motocicleta","NSC110MPD","HONDA","Negre","B","9","429423.13","4583162.06",2.154630752,41.395050858
"2021S006495    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0409 0409","Divendres","2021",11,"Novembre","12","18","Tarda","No és causa del  vianant","Turisme","AYGO","TOYOTA","Negre","B","13","429423.13","4583162.06",2.154630752,41.395050858
"2021S007520    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0411 0411","Dijous","2021",12,"Desembre","23","20","Tarda","No és causa del  vianant","Motocicleta","S01","SILENCE","Negre","B","19","429408.57","4583157.34",2.154457153,41.395007068
"2021S007520    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0411 0411","Dijous","2021",12,"Desembre","23","20","Tarda","No és causa del  vianant","Turisme","FIESTA","FORD","Negre","B","17","429408.57","4583157.34",2.154457153,41.395007068
"2021S006829    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0415 0415","Divendres","2021",11,"Novembre","26","16","Tarda","No és causa del  vianant","Motocicleta","SYMPHONY","SYM","Gris","B","27","429374.89","4583146.43",2.154055586,41.394905847
"2021S006829    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0415 0415","Divendres","2021",11,"Novembre","26","16","Tarda","No és causa del  vianant","Turisme","KA+","FORD","Blanc","B","43","429374.89","4583146.43",2.154055586,41.394905847
"2021S001642    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0417 0417","Dimarts","2021",3,"Març","30","11","Matí","No és causa del  vianant","Bicicleta","Desconegut","--------","Blanc","Desconegut","Desconegut","429366.40","4583143.68",2.153954360,41.394880332
"2021S001642    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0417 0417","Dimarts","2021",3,"Març","30","11","Matí","No és causa del  vianant","Bicicleta","Desconegut","Desconegut","Negre","Desconegut","Desconegut","429366.40","4583143.68",2.153954360,41.394880332
"2021S003983    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0421 0421","Divendres","2021",7,"Juliol","16","10","Matí","No és causa del  vianant","Bicicleta"," ","NILOX","Blanc","Desconegut","Desconegut","429332.83","4583132.80",2.153554107,41.394779389
"2021S006215    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0423 0425","Dimarts","2021",11,"Novembre","2","13","Matí","No és causa del  vianant","Autobús","LION'S CITY G","MAN","Vermell","D","20","429284.09","4583117.06",2.152972979,41.394633338
"2021S003616    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0423 0425","Dimecres","2021",6,"Juny","30","17","Tarda","No és causa del  vianant","Motocicleta","YP125R","YAMAHA","Gris","B","17","429284.09","4583117.06",2.152972979,41.394633338
"2021S003616    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0423 0425","Dimecres","2021",6,"Juny","30","17","Tarda","No és causa del  vianant","Veh. mobilitat personal amb motor","Desconegut","XIAOMI","Desconegut","Desconegut","Desconegut","429284.09","4583117.06",2.152972979,41.394633338
"2021S003936    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0423 0425","Dimecres","2021",7,"Juliol","14","18","Tarda","No és causa del  vianant","Turisme","COOPER D","MINI","Negre","B","5","429284.09","4583117.06",2.152972979,41.394633338
"2021S003936    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0423 0425","Dimecres","2021",7,"Juliol","14","18","Tarda","No és causa del  vianant","Turisme","CX-3","MAZDA","Vermell","B","46","429284.09","4583117.06",2.152972979,41.394633338
"2021S003936    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0423 0425","Dimecres","2021",7,"Juliol","14","18","Tarda","No és causa del  vianant","Turisme","XF","JAGUAR","Gris","B","6","429284.09","4583117.06",2.152972979,41.394633338
"2021S004947    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0423 0425","Dimecres","2021",9,"Setembre","8","18","Tarda","No és causa del  vianant","Bicicleta","Desconegut","Desconegut","Blau","Desconegut","Desconegut","429284.09","4583117.06",2.152972979,41.394633338
"2021S004947    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0423 0425","Dimecres","2021",9,"Setembre","8","18","Tarda","No és causa del  vianant","Motocicleta","SH 300","HONDA","Negre","A","12","429284.09","4583117.06",2.152972979,41.394633338
"2021S007345    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0427B0431","Divendres","2021",12,"Desembre","17","14","Tarda","No és causa del  vianant","Furgoneta","BERLINGO HDI90 SX PL","CITROEN","Desconegut","B","17","429239.43","4583102.21",2.152440549,41.394495659
"2021S007345    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0427B0431","Divendres","2021",12,"Desembre","17","14","Tarda","No és causa del  vianant","Furgoneta","TRANSIT CUSTOM","FORD","Desconegut","B","19","429239.43","4583102.21",2.152440549,41.394495659
"2021S007345    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0427B0431","Divendres","2021",12,"Desembre","17","14","Tarda","No és causa del  vianant","Turisme","COMPASS","JEEP","Negre","B","4","429239.43","4583102.21",2.152440549,41.394495659
"2021S007345    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0427B0431","Divendres","2021",12,"Desembre","17","14","Tarda","No és causa del  vianant","Turisme","EOS","VOLKSWAGEN","Desconegut","B","16","429239.43","4583102.21",2.152440549,41.394495659
"2021S002735    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0431B0431B","Dimarts","2021",5,"Maig","25","11","Matí","No és causa del  vianant","Furgoneta","KA+","FORD","Blanc","B","28","429220.27","4583094.13",2.152212327,41.394421198
"2021S002735    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0431B0431B","Dimarts","2021",5,"Maig","25","11","Matí","No és causa del  vianant","Turisme","E-NV200","NISSAN","Blau","B","28","429220.27","4583094.13",2.152212327,41.394421198
"2021S002735    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0431B0431B","Dimarts","2021",5,"Maig","25","11","Matí","No és causa del  vianant","Turisme","X4 XDRIVE20D","BMW","Blanc","B","24","429220.27","4583094.13",2.152212327,41.394421198
"2021S005927    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0433 0433","Dijous","2021",10,"Octubre","21","18","Tarda","No és causa del  vianant","Motocicleta","AN 400","SUZUKI","Negre","A","15","429142.10","4583070.28",2.151280152,41.394199502
"2021S005927    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0433 0433","Dijous","2021",10,"Octubre","21","18","Tarda","No és causa del  vianant","Turisme","GOLF 1.9","VOLKSWAGEN","Negre","B","15","429142.10","4583070.28",2.151280152,41.394199502
"2021S005221    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0433 0433","Dilluns","2021",9,"Setembre","20","10","Matí","No és causa del  vianant","Ciclomotor","LIBERTY 50 2T","PIAGGIO","Negre","B","18","429142.10","4583070.28",2.151280152,41.394199502
"2021S005221    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0433 0433","Dilluns","2021",9,"Setembre","20","10","Matí","No és causa del  vianant","Turisme","GOLF","VOLKSWAGEN","Gris","B","19","429142.10","4583070.28",2.151280152,41.394199502
"2021S007628    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0433 0433","Dimecres","2021",12,"Desembre","29","13","Matí","No és causa del  vianant","Motocicleta","SH 125","HONDA","Blanc","A","31","429142.10","4583070.28",2.151280152,41.394199502
"2021S007628    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0433 0433","Dimecres","2021",12,"Desembre","29","13","Matí","No és causa del  vianant","Turisme","C4 1.4","CITROEN","Negre","B","3","429142.10","4583070.28",2.151280152,41.394199502
"2021S003384    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0433 0433","Diumenge","2021",6,"Juny","20","17","Tarda","No és causa del  vianant","Motocicleta","SH 125","HONDA","Desconegut","A1","18","429142.10","4583070.28",2.151280152,41.394199502
"2021S003384    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0433 0433","Diumenge","2021",6,"Juny","20","17","Tarda","No és causa del  vianant","Turisme","307","PEUGEOT","Gris","B","10","429142.10","4583070.28",2.151280152,41.394199502
"2021S004187    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0433 0433","Diumenge","2021",7,"Juliol","25","00","Nit","No és causa del  vianant","Motocicleta","G650GS","BMW","Negre","A","3","429142.10","4583070.28",2.151280152,41.394199502
"2021S004187    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0433 0433","Diumenge","2021",7,"Juliol","25","00","Nit","No és causa del  vianant","Motocicleta","UH 125 G","SUZUKI","Blanc","A2","1","429142.10","4583070.28",2.151280152,41.394199502
"2021S006104    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0433B0433B","Dijous","2021",10,"Octubre","28","12","Matí","No és causa del  vianant","Ciclomotor","ES2","ASKOLL","Blanc","B","1","429121.23","4583063.48",2.151031330,41.394136417
"2021S006104    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0433B0433B","Dijous","2021",10,"Octubre","28","12","Matí","No és causa del  vianant","Furgoneta","Desconegut","Desconegut","Desconegut","Desconegut","Desconegut","429121.23","4583063.48",2.151031330,41.394136417
"2021S006581    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0433B0433B","Dimecres","2021",11,"Novembre","17","07","Matí","No és causa del  vianant","Motocicleta","NSS125AD","HONDA","Negre","B","26","429121.23","4583063.48",2.151031330,41.394136417
"2021S006581    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0433B0433B","Dimecres","2021",11,"Novembre","17","07","Matí","No és causa del  vianant","Turisme","FABIA","SKODA","Blanc","B","50","429121.23","4583063.48",2.151031330,41.394136417
"2021S007622    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0441 0441","Dimecres","2021",12,"Desembre","29","09","Matí","No és causa del  vianant","Motocicleta","SH 125","HONDA","Gris","B","6","429002.19","4583024.82",2.149612071,41.393777714
"2021S007622    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0441 0441","Dimecres","2021",12,"Desembre","29","09","Matí","No és causa del  vianant","Taxi","RAPID","SKODA","Negre/Groc","B","11","429002.19","4583024.82",2.149612071,41.393777714
"2021S001810    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0441 0441","Divendres","2021",4,"Abril","9","15","Tarda","Desobeir el senyal del semàfor","Ciclomotor","NRG FL AGUA","PIAGGIO","Negre","AM","30","429002.19","4583024.82",2.149612071,41.393777714
"2021S006142    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0441 0441","Divendres","2021",10,"Octubre","29","12","Matí","No és causa del  vianant","Turisme","ASTRA","OPEL","Negre","B","2","429002.19","4583024.82",2.149612071,41.393777714
"2021S006142    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0441 0441","Divendres","2021",10,"Octubre","29","12","Matí","No és causa del  vianant","Turisme","GRAND C4 SPACETOURER P","CITROEN","Blanc","B","22","429002.19","4583024.82",2.149612071,41.393777714
"2021S004893    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0443 0443","Dilluns","2021",9,"Setembre","6","13","Matí","No és causa del  vianant","Veh. mobilitat personal amb motor"," ","ES DESCONEIX","Blau","Desconegut","Desconegut","428980.03","4583017.63",2.149347868,41.393710999
"2021S003016    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0443 0443","Diumenge","2021",6,"Juny","6","11","Matí","No és causa del  vianant","Motocicleta","AGILITY CITY 125","KYMCO","Negre","B","8","428980.03","4583017.63",2.149347868,41.393710999
"2021S003016    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0443 0443","Diumenge","2021",6,"Juny","6","11","Matí","No és causa del  vianant","Turisme","Q5","AUDI","Gris","B","17","428980.03","4583017.63",2.149347868,41.393710999
"2021S003344    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0461 0461","Divendres","2021",6,"Juny","18","22","Nit","Desobeir el senyal del semàfor","Motocicleta","SH350A","HONDA","Gris","A1","8","428847.10","4582974.78",2.147762990,41.393313308
"2021S003509    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0463 0463","Divendres","2021",6,"Juny","25","17","Tarda","No és causa del  vianant","Turisme","A4 2.0","AUDI","Gris","B","17","428835.99","4582971.16",2.147630535,41.393279720
"2021S003509    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0463 0463","Divendres","2021",6,"Juny","25","17","Tarda","No és causa del  vianant","Turisme","C4 VTI120CV EXCL","CITROEN","Blanc","B","34","428835.99","4582971.16",2.147630535,41.393279720
"2021S001330    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0465 0465","Dimarts","2021",3,"Març","16","10","Matí","No és causa del  vianant","Motocicleta","GSX R125","SUZUKI","Negre","A","14","428802.73","4582960.34",2.147234003,41.393179323
"2021S001330    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0465 0465","Dimarts","2021",3,"Març","16","10","Matí","No és causa del  vianant","Turisme","AYGO 1.0 5P CONNECT","TOYOTA","Blanc","B","30","428802.73","4582960.34",2.147234003,41.393179323
"2021S001250    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0471 0473","Dijous","2021",3,"Març","11","15","Tarda","No és causa del  vianant","Autobús","Desconegut","Desconegut","Desconegut","Desconegut","Desconegut","428710.82","4582930.68",2.146138211,41.392904040
"2021S001250    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0471 0473","Dijous","2021",3,"Març","11","15","Tarda","No és causa del  vianant","Motocicleta","K1200S","BMW","Blau","A","32","428710.82","4582930.68",2.146138211,41.392904040
"2021S001250    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0471 0473","Dijous","2021",3,"Març","11","15","Tarda","No és causa del  vianant","Motocicleta","TRIDENT","TRIUMPH","Negre","A","8","428710.82","4582930.68",2.146138211,41.392904040
"2021S001250    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0471 0473","Dijous","2021",3,"Març","11","15","Tarda","No és causa del  vianant","Turisme","3008 STYLE VTI 120","PEUGEOT","Gris","B","36","428710.82","4582930.68",2.146138211,41.392904040
"2021S000929    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0477 0479","Dimarts","2021",2,"Febrer","23","10","Matí","No és causa del  vianant","Motocicleta","UX 125","SUZUKI","Negre","B","11","428672.65","4582918.34",2.145683137,41.392789512
"2021S000929    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0477 0479","Dimarts","2021",2,"Febrer","23","10","Matí","No és causa del  vianant","Turisme","NIRO","KIA","Gris","B","35","428672.65","4582918.34",2.145683137,41.392789512
"2021S005547    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",169409,"Corts Catalanes","0525 0525","Dimarts","2021",10,"Octubre","5","08","Matí","No és causa del  vianant","Motocicleta","SUPER DINK 125","KYMCO","Vermell","B","37","429743.17","4581765.09",2.158620806,41.382496849
"2021S005547    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",169409,"Corts Catalanes","0525 0525","Dimarts","2021",10,"Octubre","5","08","Matí","No és causa del  vianant","Turisme","POLO","VOLKSWAGEN","Vermell","B","19","429743.17","4581765.09",2.158620806,41.382496849
"2021S005547    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",169409,"Corts Catalanes","0525 0525","Dimarts","2021",10,"Octubre","5","08","Matí","No és causa del  vianant","Turisme","TOYOTA YARIS","TOYOTA","Vermell","B","22","429743.17","4581765.09",2.158620806,41.382496849
"2021S000255    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",169409,"Corts Catalanes","0525 0525","Dissabte","2021",1,"Gener","16","14","Tarda","No és causa del  vianant","Bicicleta","Desconegut","Desconegut","Blanc","Desconegut","Desconegut","429743.17","4581765.09",2.158620806,41.382496849
"2021S000255    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",169409,"Corts Catalanes","0525 0525","Dissabte","2021",1,"Gener","16","14","Tarda","No és causa del  vianant","Veh. mobilitat personal amb motor"," ","XIAOMI","Negre","Desconegut","Desconegut","429743.17","4581765.09",2.158620806,41.382496849
"2021S006817    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",169409,"Corts Catalanes","0525 0525","Divendres","2021",11,"Novembre","26","12","Matí","No és causa del  vianant","Bicicleta","Desconegut","Desconegut","Desconegut","Desconegut","Desconegut","429743.17","4581765.09",2.158620806,41.382496849
"2021S006817    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",169409,"Corts Catalanes","0525 0525","Divendres","2021",11,"Novembre","26","12","Matí","No és causa del  vianant","Motocicleta","PEOPLE S 125","KYMCO","Gris","B","11","429743.17","4581765.09",2.158620806,41.382496849
"2021S003756    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",169409,"Corts Catalanes","0533 0533","Dimarts","2021",7,"Juliol","6","17","Tarda","No és causa del  vianant","Turisme","ALTEA 2.0","SEAT","Negre","B","8","429781.30","4581802.67",2.159072428,41.382838651
"2021S003756    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",169409,"Corts Catalanes","0533 0533","Dimarts","2021",7,"Juliol","6","17","Tarda","No és causa del  vianant","Turisme","IBIZA","SEAT","Vermell","B","6","429781.30","4581802.67",2.159072428,41.382838651
"2021S000844    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",169409,"Corts Catalanes","0535 0537","Dijous","2021",2,"Febrer","18","11","Matí","No és causa del  vianant","Motocicleta","LIBERTY 125 4T","PIAGGIO","Negre","B","15","429790.86","4581812.21",2.159185646,41.382925410
"2021S000844    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",169409,"Corts Catalanes","0535 0537","Dijous","2021",2,"Febrer","18","11","Matí","No és causa del  vianant","Motocicleta","PEOPLE 125","KYMCO","Negre","B","13","429790.86","4581812.21",2.159185646,41.382925410
"2021S006636    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",169409,"Corts Catalanes","0535 0537","Dijous","2021",11,"Novembre","18","17","Tarda","No és causa del  vianant","Ciclomotor","SH 50","HONDA","Vermell","AM","4","429790.86","4581812.21",2.159185646,41.382925410
"2021S006636    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",169409,"Corts Catalanes","0535 0537","Dijous","2021",11,"Novembre","18","17","Tarda","No és causa del  vianant","Motocicleta","SUPER DINK 125 ABS","KYMCO","Blanc","B","10","429790.86","4581812.21",2.159185646,41.382925410
"2021S006636    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",169409,"Corts Catalanes","0535 0537","Dijous","2021",11,"Novembre","18","17","Tarda","No és causa del  vianant","Tot terreny","RANGE ROVER EVOQUE","LAND ROVER","Blanc","B","49","429790.86","4581812.21",2.159185646,41.382925410
"2021S007131    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",169409,"Corts Catalanes","0535 0537","Dijous","2021",12,"Desembre","9","07","Matí","No és causa del  vianant","Turisme","X1 SDRIVE18D","BMW","Marró","B","15","429790.86","4581812.21",2.159185646,41.382925410
"2021S007131    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",169409,"Corts Catalanes","0535 0537","Dijous","2021",12,"Desembre","9","07","Matí","No és causa del  vianant","Turisme","XSARA PICA X HDI","CITROEN","Gris","B","34","429790.86","4581812.21",2.159185646,41.382925410
"2021S003212    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",169409,"Corts Catalanes","0535 0537","Dilluns","2021",6,"Juny","14","08","Matí","No és causa del  vianant","Furgoneta","KANGOO","RENAULT","Blanc","B","15","429790.86","4581812.21",2.159185646,41.382925410
"2021S003212    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",169409,"Corts Catalanes","0535 0537","Dilluns","2021",6,"Juny","14","08","Matí","No és causa del  vianant","Motocicleta","SH125AD","HONDA","Blanc","B","15","429790.86","4581812.21",2.159185646,41.382925410
"2021S003212    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",169409,"Corts Catalanes","0535 0537","Dilluns","2021",6,"Juny","14","08","Matí","No és causa del  vianant","Motocicleta","SH125D","HONDA","Negre","B","10","429790.86","4581812.21",2.159185646,41.382925410
"2021S002837    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",169409,"Corts Catalanes","0535 0537","Dissabte","2021",5,"Maig","29","17","Tarda","No és causa del  vianant","Ciclomotor","SH 50","HONDA","Gris","B","3","429790.86","4581812.21",2.159185646,41.382925410
"2021S002837    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",169409,"Corts Catalanes","0535 0537","Dissabte","2021",5,"Maig","29","17","Tarda","No és causa del  vianant","Turisme","IBIZA","SEAT","Blau","B","6","429790.86","4581812.21",2.159185646,41.382925410
"2021S004331    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",169409,"Corts Catalanes","0535 0537","Dissabte","2021",7,"Juliol","31","23","Nit","No és causa del  vianant","Ciclomotor","ES2","ASKOL","Desconegut","B","16","429790.86","4581812.21",2.159185646,41.382925410
"2021S004654    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",169409,"Corts Catalanes","0535 0537","Diumenge","2021",8,"Agost","22","17","Tarda","Altres","Motocicleta","PES125","HONDA","Negre","B","27","429790.86","4581812.21",2.159185646,41.382925410
"2021S004654    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",169409,"Corts Catalanes","0535 0537","Diumenge","2021",8,"Agost","22","17","Tarda","Altres","Turisme","ECLIPSE CROSS 150T CVT","MITSUBISHI","Marró","B","31","429790.86","4581812.21",2.159185646,41.382925410
"2021S003500    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",169409,"Corts Catalanes","0539 0539","Divendres","2021",6,"Juny","25","12","Matí","Desobeir el senyal del semàfor","Turisme","TOLEDO","SEAT","Negre","B","18","429830.06","4581854.64",2.159649507,41.383310985
"2021S005071    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",169409,"Corts Catalanes","0549 0549","Dilluns","2021",9,"Setembre","13","15","Tarda","No és causa del  vianant","Motocicleta","SH125AD","HONDA","Desconegut","B","9","429869.11","4581888.87",2.160112529,41.383622691
"2021S005071    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",169409,"Corts Catalanes","0549 0549","Dilluns","2021",9,"Setembre","13","15","Tarda","No és causa del  vianant","Turisme","TOYOTA PRIUS PLUS","TOYOTA","Negre/Groc","B","8","429869.11","4581888.87",2.160112529,41.383622691
"2021S002677    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",169409,"Corts Catalanes","0551 0551","Dijous","2021",5,"Maig","20","20","Tarda","No és causa del  vianant","Turisme","307 2.0","PEUGEOT","Gris","B","10","429878.57","4581898.15",2.160224584,41.383707098
"2021S002677    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",169409,"Corts Catalanes","0551 0551","Dijous","2021",5,"Maig","20","20","Tarda","No és causa del  vianant","Turisme","CR-V","HONDA","Negre","B","2","429878.57","4581898.15",2.160224584,41.383707098
"2021S003900    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",169409,"Corts Catalanes","0561 0561","Dimarts","2021",7,"Juliol","13","16","Tarda","No és causa del  vianant","Furgoneta","TRANSIT CONNECT","FORD","Desconegut","Desconegut","Desconegut","429945.62","4581963.53",2.161018855,41.384301799
"2021S003900    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",169409,"Corts Catalanes","0561 0561","Dimarts","2021",7,"Juliol","13","16","Tarda","No és causa del  vianant","Motocicleta","F 800 GS","BMW","Negre","B","7","429945.62","4581963.53",2.161018855,41.384301799
"2021S005706    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",169409,"Corts Catalanes","0567 0567","Dilluns","2021",10,"Octubre","11","17","Tarda","No és causa del  vianant","Turisme","C-ELYSÉE BLUEHDI 100 E","CITROEN","Negre","Desconegut","Desconegut","429974.41","4581992.02",2.161359856,41.384560908
"2021S005706    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",169409,"Corts Catalanes","0567 0567","Dilluns","2021",10,"Octubre","11","17","Tarda","No és causa del  vianant","Turisme","ONE","MINI","Altres","B","14","429974.41","4581992.02",2.161359856,41.384560908
