"Numero_expedient","Codi_districte","Nom_districte","Codi_barri","Nom_barri","Codi_carrer","Nom_carrer","Num_postal ","Descripcio_dia_setmana","NK_Any","Mes_any","Nom_mes","Dia_mes","Hora_dia","Descripcio_torn","Descripcio_causa_conductor","Coordenada_UTM_X_ED50","Coordenada_UTM_Y_ED50","Longitud","Latitud"
"2018S002870    ",5,"Sarrià-Sant Gervasi",23,"Sarrià",149004,"Granados","0026G0026G","Diumenge","2018",4,"Abril","15","14","Altres","Tarda","426318.1  ","4584297.04","2.11735438580137","41.4049970509738"
"2018S009298    ",5,"Sarrià-Sant Gervasi",23,"Sarrià",149004,"Granados","0026J0026J","Dimarts","2018",12,"Desembre","4","12","Gir indegut o sense precaució","Matí","426068.89 ","4584531.34","2.11434456531754","41.4070843826796"
"2018S001398    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",23403,"Aribau","0237 0241","Dimecres","2018",2,"Febrer","21","11","Manca precaució incorporació circulació","Matí","428803.04 ","4583475.24","2.14717741547448","41.3978195193470"
"2018S009861    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",8501,"Alfons XII","0054 0054","Dimecres","2018",12,"Desembre","26","14","Desobeir altres senyals","Tarda","428898.83 ","4583679.86","2.14829913728694","41.3996709380753"
"2018S004361    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",8501,"Alfons XII","0054 0054","Dimecres","2018",6,"Juny","6","08","Desobeir altres senyals","Matí","428898.83 ","4583679.86","2.14829913728694","41.3996709380753"
"2018S003845    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",28000,"Augusta","0065 0067","Dijous","2018",5,"Maig","17","04","Manca d'atenció a la conducció","Nit","429114.37 ","4583765.82","2.15086727542905","41.4004641953753"
"2018S003047    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",143904,"General Mitre","0154 0156","Divendres","2018",4,"Abril","20","15","Altres","Tarda","428190.25 ","4584146.2 ","2.13976801025818","41.4038080514191"
"2018S001744    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",32700,"Balmes","0248 0248","Dissabte","2018",3,"Març","3","13","No respectar distàncies","Matí","429033.06 ","4583686.71","2.14990394417312","41.3997445022721"
"2018S008827    ",5,"Sarrià-Sant Gervasi",23,"Sarrià",144408,"General Vives","9999 9999","Dilluns","2018",11,"Novembre","19","14","Manca precaució incorporació circulació","Tarda","426414.09 ","4584213.15","2.11851287507767","41.4042502914506"
"2018S007262    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",32700,"Balmes","0250 0250","Dijous","2018",9,"Setembre","27","10","Manca d'atenció a la conducció","Matí","429033.06 ","4583686.71","2.14990394417312","41.3997445022721"
"2018S001157    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",223606,"Muntaner","0255 0259","Dilluns","2018",2,"Febrer","12","08","Desconegut","Matí","428876.65 ","4583180.87","2.14809249247209","41.3951747579590"
"2018S004737    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",318804,"Santaló","0002 0004","Dimecres","2018",6,"Juny","20","14","Canvi de carril sense precaució","Tarda","428795.96 ","4583114.69","2.14713516333835","41.3945715526663"
"2018S009700    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",344101,"Gràcia","0083 0083","Dimecres","2018",12,"Desembre","19","15","Desconegut","Tarda","429126.44 ","4583400.68","2.15105443460179","41.3971765788389"
"2018S005030    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",144601,"Diagonal","0600 0600","Dissabte","2018",6,"Juny","30","06","No determinada","Matí","428614.3  ","4582926.6 ","2.14498457468785","41.3928613778116"
"2018S005030    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",144601,"Diagonal","0600 0600","Dissabte","2018",6,"Juny","30","06","Desobeir semàfor","Matí","428614.3  ","4582926.6 ","2.14498457468785","41.3928613778116"
"2018S008672    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",70607,"Casanova","0213 0213","Dilluns","2018",11,"Novembre","12","16","Altres","Tarda","428773.41 ","4583095.89","2.14686766279808","41.3944002294183"
"2018S009020    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",144601,"Diagonal","0590 0592","Diumenge","2018",11,"Novembre","25","19","Canvi de carril sense precaució","Tarda","428717.29 ","4582960   ","2.14621243934600","41.3931713420178"
"2018S008356    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",139805,"Ganduxer","0001 0001","Dimecres","2018",10,"Octubre","31","21","No cedir la dreta","Tarda","428145.43 ","4582763.57","2.13939607812880","41.3913512395186"
"2018S006721    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",139805,"Ganduxer","0014 0016","Dijous","2018",9,"Setembre","6","00","Altres","Nit","428083.42 ","4582947.19","2.13863261144068","41.3929994867360"
"2018S000072    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",344101,"Gràcia","0071 0071","Dijous","2018",1,"Gener","4","11","Desobeir semàfor","Matí","429099.82 ","4583362.45","2.15074050824472","41.3968299065287"
"2018S008046    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",188607,"Mestre Nicolau","0015 0015","Dilluns","2018",10,"Octubre","22","21","Desobeir semàfor","Tarda","428384.34 ","4583013.74","2.14222385498116","41.3936257527237"
"2018S005491    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",55603,"Calvet","0050 0050","Dilluns","2018",7,"Juliol","16","10","Manca d'atenció a la conducció","Matí","428414.15 ","4583212.62","2.14255686772836","41.3954196453123"
"2018S005927    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",23403,"Aribau","0230 0240","Dimarts","2018",7,"Juliol","31","19","Manca d'atenció a la conducció","Tarda","429042.11 ","4583218.16","2.15006715518209","41.3955252446216"
"2018S005023    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",139805,"Ganduxer","0029 0029","Divendres","2018",6,"Juny","29","20","Manca d'atenció a la conducció","Tarda","428035.87 ","4583058.36","2.13805067388674","41.3939964944827"
"2018S002916    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",144601,"Diagonal","0624 0624","Dilluns","2018",4,"Abril","16","23","Manca d'atenció a la conducció","Nit","428170.4  ","4582827.75","2.13968710334137","41.3919315164755"
"2018S001448    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",144601,"Diagonal","0630B0630B","Dijous","2018",2,"Febrer","22","23","No respectat pas de vianants","Nit","428097.57 ","4582748.97","2.13882540345090","41.3912154620821"
"2018S002452    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",175900,"Laforja","0126 0126","Dijous","2018",3,"Març","29","00","No cedir la dreta","Nit","428535.25 ","4583238.89","2.14400222239751","41.3956670294340"
"2018S002990    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",55807,"Francesc Macià","0002 0002","Dimecres","2018",4,"Abril","18","20","Canvi de carril sense precaució","Tarda","428614.3  ","4582926.6 ","2.14498457468785","41.3928613778116"
"2018S004444    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",187105,"Madrazo","0098 0098","Dissabte","2018",6,"Juny","9","10","Manca d'atenció a la conducció","Matí","428619.25 ","4583416   ","2.14498604062740","41.3972696590720"
"2018S002050    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",144601,"Diagonal","0536 0536","Dimecres","2018",3,"Març","14","08","Canvi de carril sense precaució","Matí","429179.62 ","4583137.02","2.15172139375457","41.3948065782121"
"2018S009673    ",5,"Sarrià-Sant Gervasi",23,"Sarrià",207701,"Mendel","0002 0002","Dimarts","2018",12,"Desembre","18","18","Altres","Tarda","426532.74 ","4583443.92","2.12002564040393","41.3973330400125"
"2018S004006    ",5,"Sarrià-Sant Gervasi",23,"Sarrià",207701,"Mendel","0004B0004B","Dijous","2018",5,"Maig","24","09","No respectat pas de vianants","Matí","426516.72 ","4583448.01","2.11983352655941","41.3973684118170"
"2018S009808    ",5,"Sarrià-Sant Gervasi",23,"Sarrià",28000,"Augusta","0331 0331X","Diumenge","2018",12,"Desembre","23","07","Altres","Matí","426772.67 ","4583776.97","2.12285515696621","41.4003545798031"
"2018S003060    ",5,"Sarrià-Sant Gervasi",23,"Sarrià",701267,"Dalt (Besòs)","000750000","Divendres","2018",4,"Abril","20","19","Canvi de carril sense precaució","Tarda","426398.25 ","4584288.72","2.11831419391978","41.4049294647938"
"2018S001473    ",5,"Sarrià-Sant Gervasi",23,"Sarrià",701267,"Dalt (Besòs)","0008S0000","Divendres","2018",2,"Febrer","23","15","No respectar distàncies","Tarda","426488.62 ","4584333.91","2.11938975237673","41.4053447462829"
"2018S007501    ",5,"Sarrià-Sant Gervasi",23,"Sarrià",320908,"Sarrià a Vallvidrera","0208B0208B","Dijous","2018",10,"Octubre","4","17","No determinada","Tarda","425159.67 ","4584664.4 ","2.10345122521213","41.4081985821797"
"2018S001786    ",5,"Sarrià-Sant Gervasi",23,"Sarrià",701267,"Dalt (Besòs)","000670000","Dilluns","2018",3,"Març","5","10","Altres","Matí","425982.38 ","4583777.91","2.11340186428033","41.4002906218931"
"2018S004171    ",5,"Sarrià-Sant Gervasi",23,"Sarrià",701267,"Dalt (Besòs)","000670000","Dimecres","2018",5,"Maig","30","09","No respectar distàncies","Matí","425982.38 ","4583777.91","2.11340186428033","41.4002906218931"
"2018S000939    ",5,"Sarrià-Sant Gervasi",23,"Sarrià",701268,"Dalt (Llobregat)","000670000","Diumenge","2018",2,"Febrer","4","15","Manca d'atenció a la conducció","Tarda","425886.72 ","4583460.91","2.11229645083977","41.3974267297868"
"2018S000149    ",5,"Sarrià-Sant Gervasi",23,"Sarrià",215302,"Monestir","0023 0023","Dilluns","2018",1,"Gener","8","06","Desobeir altres senyals","Matí","426244.86 ","4583627.76","2.11655986365491","41.3989624290890"
"2018S009796    ",5,"Sarrià-Sant Gervasi",23,"Sarrià",353805,"Vallvidrera","0066B0066B","Dissabte","2018",12,"Desembre","22","18","Desobeir altres senyals","Tarda","425835.73 ","4584725.64","2.11153146903348","41.4088128544108"
"2018S001658    ",5,"Sarrià-Sant Gervasi",23,"Sarrià",3508,"Aigües","0104B0104B","Dijous","2018",3,"Març","1","16","Altres","Tarda","425156.57 ","4584717.17","2.10340760797244","41.4086735664383"
"2018S001149    ",5,"Sarrià-Sant Gervasi",23,"Sarrià",320908,"Sarrià a Vallvidrera","0106 0150","Diumenge","2018",2,"Febrer","11","19","Altres","Tarda","427103.87 ","4585670.17","2.12658861727662","41.4174359169970"
"2018S009714    ",5,"Sarrià-Sant Gervasi",23,"Sarrià",701501,"B-20 (Llobregat)","000650000","Dimecres","2018",12,"Desembre","19","17","Gir indegut o sense precaució","Tarda","425886.72 ","4583460.91","2.11229645083977","41.3974267297868"
"2018S001506    ",5,"Sarrià-Sant Gervasi",23,"Sarrià",701501,"B-20 (Llobregat)","000650000","Dissabte","2018",2,"Febrer","24","14","No respectar distàncies","Tarda","425910.22 ","4583445.84","2.11257938242353","41.3972931685731"
"2018S001062    ",5,"Sarrià-Sant Gervasi",23,"Sarrià",37350,"J. V. Foix","0001 0001","Dijous","2018",2,"Febrer","8","15","Canvi de carril sense precaució","Tarda","426575.37 ","4583121.53","2.12057466705590","41.3944333108275"
"2018S007704    ",5,"Sarrià-Sant Gervasi",23,"Sarrià",65505,"Cardenal Vives i Tutó","0018B0018B","Dimecres","2018",10,"Octubre","10","11","Desobeir altres senyals","Matí","426592.46 ","4583145.88","2.12077611931812","41.3946541821832"
"2018S000209    ",5,"Sarrià-Sant Gervasi",23,"Sarrià",81308,"Claudi Güell","0002 0002","Dimarts","2018",1,"Gener","9","17","Avançament defectuós/improcedent","Tarda","426696.8  ","4582837.07","2.12206150078293","41.3918823882348"
"2018S009294    ",5,"Sarrià-Sant Gervasi",23,"Sarrià",278007,"Reina Elisenda de Montcada","0019 0019","Dimecres","2018",12,"Desembre","5","02","Manca d'atenció a la conducció","Nit","426323.9  ","4583510.31","2.11751959710570","41.3979118617219"
"2018S004456    ",5,"Sarrià-Sant Gervasi",23,"Sarrià",37350,"J. V. Foix","0055U0055U","Dissabte","2018",6,"Juny","9","21","No respectar distàncies","Tarda","426557.89 ","4583398.45","2.12033198223184","41.3969258109838"
"2018S001036    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",44709,"Bonanova","0014 0016","Dimecres","2018",2,"Febrer","7","20","Manca d'atenció a la conducció","Tarda","427491.81 ","4584339.01","2.13138991172331","41.4054818663069"
"2018S007390    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",44709,"Bonanova","0024U0024U","Dilluns","2018",10,"Octubre","1","19","No determinada","Tarda","427428.57 ","4584292.65","2.13063895752193","41.4050586102178"
"2018S005979    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",44709,"Bonanova","0026 0026","Dijous","2018",8,"Agost","2","13","Manca d'atenció a la conducció","Matí","427409.42 ","4584265.95","2.13041307931272","41.4048164042730"
"2018S006402    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",113007,"Escoles Pies","0104 0104","Dimecres","2018",8,"Agost","22","10","Desobeir altres senyals","Matí","427140.1  ","4584211.14","2.12719793852330","41.4042983699402"
"2018S004422    ",5,"Sarrià-Sant Gervasi",24,"les Tres Torres",701434,"Mig (Descendent)","000400000","Divendres","2018",6,"Juny","8","17","Gir indegut o sense precaució","Tarda","427605.52 ","4583482.64","2.13285268392975","41.3977791546232"
"2018S003226    ",5,"Sarrià-Sant Gervasi",24,"les Tres Torres",16907,"Anglí","0038 0040","Dijous","2018",4,"Abril","26","15","No respectar distàncies","Tarda","426969.51 ","4583833.56","2.12520286243753","41.4008821795596"
"2018S001427    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",44709,"Bonanova","0062 0062","Dijous","2018",2,"Febrer","22","09","No respectar distàncies","Matí","427108.27 ","4584047.05","2.12683695157319","41.4028175945428"
"2018S002299    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",113007,"Escoles Pies","0101B0101B","Dijous","2018",3,"Març","22","16","Desobeir semàfor","Tarda","427201.39 ","4584126.42","2.12794131299062","41.4035408904832"
"2018S003971    ",5,"Sarrià-Sant Gervasi",24,"les Tres Torres",143904,"General Mitre","0081 0091","Dimecres","2018",5,"Maig","23","11","Canvi de carril sense precaució","Matí","427673.64 ","4583623.59","2.13365063181007","41.3990547688939"
"2018S002170    ",5,"Sarrià-Sant Gervasi",24,"les Tres Torres",28000,"Augusta","0318 0318","Diumenge","2018",3,"Març","18","04","Manca d'atenció a la conducció","Nit","427033.62 ","4583559.2 ","2.12600282660076","41.3984169622729"
"2018S006399    ",5,"Sarrià-Sant Gervasi",24,"les Tres Torres",103502,"Doctor Roux","0039 0039","Dimarts","2018",8,"Agost","21","21","Desobeir altres senyals","Tarda","427521.18 ","4583283.07","2.13186778199605","41.3959741054957"
"2018S000254    ",5,"Sarrià-Sant Gervasi",24,"les Tres Torres",701434,"Mig (Descendent)","000340000","Dijous","2018",1,"Gener","11","16","Manca d'atenció a la conducció","Tarda","427506.78 ","4583015.39","2.13172761628614","41.3935619217297"
"2018S004403    ",5,"Sarrià-Sant Gervasi",24,"les Tres Torres",288805,"Rosari","0011B0011B","Dijous","2018",6,"Juny","7","21","No respectat pas de vianants","Tarda","427298.81 ","4583294.45","2.12920666965192","41.3960565104949"
"2018S007408    ",5,"Sarrià-Sant Gervasi",24,"les Tres Torres",54906,"Calatrava","0002 0002","Dimarts","2018",10,"Octubre","2","11","No respectar distàncies","Matí","427517.04 ","4583483.26","2.13179427951036","41.3977767611554"
"2018S002457    ",5,"Sarrià-Sant Gervasi",24,"les Tres Torres",54906,"Calatrava","0020 0022","Dijous","2018",3,"Març","29","09","Desobeir altres senyals","Matí","427408.48 ","4583652.23","2.13047549231014","41.3992888022815"
"2018S007504    ",5,"Sarrià-Sant Gervasi",23,"Sarrià",188403,"Manuel de Falla","0033 0035","Dijous","2018",10,"Octubre","4","19","No determinada","Tarda","427124.33 ","4583146.83","2.12713751121174","41.3947111526529"
"2018S009883    ",5,"Sarrià-Sant Gervasi",23,"Sarrià",199400,"Marquès de Mulhacén","0002B0002B","Dijous","2018",12,"Desembre","27","13","Altres","Matí","426598.05 ","4582641.38","2.12090417407078","41.3901108782062"
"2018S007347    ",5,"Sarrià-Sant Gervasi",23,"Sarrià",199400,"Marquès de Mulhacén","0002B0002B","Diumenge","2018",9,"Setembre","30","02","Manca d'atenció a la conducció","Nit","426598.05 ","4582641.38","2.12090417407078","41.3901108782062"
"2018S009047    ",5,"Sarrià-Sant Gervasi",24,"les Tres Torres",701434,"Mig (Descendent)","000370000","Dilluns","2018",11,"Novembre","26","15","Manca d'atenció a la conducció","Tarda","427678.8  ","4583242.9 ","2.13375786206411","41.3956265134367"
"2018S007056    ",5,"Sarrià-Sant Gervasi",24,"les Tres Torres",701434,"Mig (Descendent)","000370000","Dimecres","2018",9,"Setembre","19","22","Manca d'atenció a la conducció","Nit","427712.49 ","4583219.59","2.13416360801621","41.3954196013666"
"2018S002095    ",5,"Sarrià-Sant Gervasi",24,"les Tres Torres",305201,"Sant Joan Bosco","0002 0002","Dijous","2018",3,"Març","15","17","Manca d'atenció a la conducció","Tarda","427280.49 ","4583000.28","2.12902290075338","41.3934053852216"
"2018S009289    ",5,"Sarrià-Sant Gervasi",23,"Sarrià",62507,"Capità Arenas","0045 0047","Dimarts","2018",12,"Desembre","4","16","No respectar distàncies","Tarda","426949.45 ","4582910.63","2.12507434761659","41.3925679189611"
"2018S007823    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",369306,"Saragossa","0065 0067","Dilluns","2018",10,"Octubre","15","11","Manca d'atenció a la conducció","Matí","428923.46 ","4583987.97","2.14855754628114","41.4024481480084"
"2018S006640    ",5,"Sarrià-Sant Gervasi",24,"les Tres Torres",211505,"Milanesat","0024 0024","Dilluns","2018",9,"Setembre","3","09","Canvi de carril sense precaució","Matí","427304.86 ","4583452.63","2.12926002662575","41.3974817192683"
"2018S004306    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",223606,"Muntaner","0511 0513","Dilluns","2018",6,"Juny","4","08","Manca d'atenció a la conducció","Matí","427962.11 ","4584106.81","2.13704360948782","41.4034328539593"
"2018S005706    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",28000,"Augusta","0082 0082","Dilluns","2018",7,"Juliol","23","21","Desobeir semàfor","Tarda","429142.19 ","4583820.38","2.15119366083021","41.4009580513922"
"2018S002243    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",191703,"Mandri","0050 0050","Dimarts","2018",3,"Març","20","20","Gir indegut o sense precaució","Tarda","427615.24 ","4584184.36","2.13288497214270","41.4041001316998"
"2018S002323    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",32700,"Balmes","0306 0306","Divendres","2018",3,"Març","23","14","Desconegut","Tarda","428671.83 ","4583991.14","2.14554713995339","41.4024543946909"
"2018S003324    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",223606,"Muntaner","0493 0493","Diumenge","2018",4,"Abril","29","22","Desobeir semàfor","Nit","428034.16 ","4584036.69","2.13791383616282","41.4028077699067"
"2018S008969    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",334800,"Terré","0022X0022X","Divendres","2018",11,"Novembre","23","18","No determinada","Tarda","426719.86 ","4584525.75","2.12213273397158","41.4070936930320"
"2018S001080    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",701629,"Isaac Newton","0013 0013","Divendres","2018",2,"Febrer","9","07","Manca d'atenció a la conducció","Matí","427869.96 ","4585406.47","2.13578623579869","41.4151300757513"
"2018S006499    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",302000,"Sant Gervasi","0063 0063","Dilluns","2018",8,"Agost","27","08","Altres","Matí","428062.4  ","4585008.74","2.13813600404673","41.4115651536705"
"2018S004557    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",302000,"Sant Gervasi","0049 0049","Dijous","2018",6,"Juny","14","12","Altres","Matí","427966.65 ","4584892.14","2.13700436499605","41.4105064032986"
"2018S005610    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",302000,"Sant Gervasi","0091 0091","Dijous","2018",7,"Juliol","19","23","No cedir la dreta","Nit","428038.95 ","4585288.93","2.13782209902793","41.4140866059137"
"2018S000276    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",231706,"Joaquim Folguera","0001 0001","Divendres","2018",1,"Gener","12","11","Manca d'atenció a la conducció","Matí","428182.1  ","4584284.3 ","2.13965411693335","41.4050511337097"
"2018S005786    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",221203,"Moragas","0007 0007","Dijous","2018",7,"Juliol","26","15","No respectat pas de vianants","Tarda","427920.25 ","4584599.5 ","2.13648414207734","41.4078665540604"
"2018S003301    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",701103,"Alfonso Comín","0011 0012","Dissabte","2018",4,"Abril","28","14","Fallada mecànica o avaria","Tarda","427910.07 ","4585404.43","2.13626637243622","41.4151153045399"
"2018S009484    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",32700,"Balmes","0433 0433","Dimecres","2018",12,"Desembre","12","17","No determinada","Tarda","428005.18 ","4584688.14","2.13748961392824","41.4086725155244"
"2018S007426    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",701267,"Dalt (Besòs)","000810000","Dimarts","2018",10,"Octubre","2","20","Manca d'atenció a la conducció","Tarda","426972.87 ","4584864.32","2.12511858025021","41.4101660867255"
"2018S008693    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",701268,"Dalt (Llobregat)","000800000","Dimarts","2018",11,"Novembre","13","20","Canvi de carril sense precaució","Tarda","426771.17 ","4584613.55","2.12273591809168","41.4078891480052"
"2018S001677    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",170000,"Josep Garí","0009 0009","Divendres","2018",3,"Març","2","10","No respectar distàncies","Matí","427911.55 ","4585501.92","2.13627245227903","41.4159934879975"
"2018S003719    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",701268,"Dalt (Llobregat)","000850000","Diumenge","2018",5,"Maig","13","10","No respectar distàncies","Matí","427128.56 ","4584966.81","2.12696882250128","41.4111033110018"
"2018S006842    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",701268,"Dalt (Llobregat)","000850000","Dimarts","2018",9,"Setembre","11","16","Manca d'atenció a la conducció","Tarda","427052.99 ","4584880.78","2.12607510887722","41.4103216161983"
"2018S005368    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",701268,"Dalt (Llobregat)","000920000","Dimecres","2018",7,"Juliol","11","18","No respectar distàncies","Tarda","427714.16 ","4585334.95","2.13393073137780","41.4144719150743"
"2018S007316    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",701268,"Dalt (Llobregat)","000920000","Divendres","2018",9,"Setembre","28","22","Desobeir semàfor","Nit","427714.16 ","4585334.95","2.13393073137780","41.4144719150743"
"2018S009703    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",302000,"Sant Gervasi","0034 0034","Dimecres","2018",12,"Desembre","19","17","No respectat pas de vianants","Tarda","427844.47 ","4584814.22","2.13555195405461","41.4097936421935"
"2018S007890    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",101008,"Tibidabo","0013 0013","Dimecres","2018",10,"Octubre","17","17","No respectat pas de vianants","Tarda","427889.04 ","4584979.72","2.13606542493329","41.4112882341500"
"2018S005541    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",334505,"Teodor Roviralta","0042U0042U","Dimarts","2018",7,"Juliol","17","18","Altres","Tarda","427404.7  ","4585327.4 ","2.13022916742718","41.4143759969776"
"2018S001552    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",32700,"Balmes","0395 0395","Dilluns","2018",2,"Febrer","26","20","Canvi de carril sense precaució","Tarda","428098.67 ","4584439.92","2.13863757467065","41.4064452754638"
"2018S008280    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",701629,"Isaac Newton","0028B0028B","Dimarts","2018",10,"Octubre","30","10","No respectar distàncies","Matí","427504.46 ","4585298.73","2.13142616217524","41.4141267919156"
"2018S005643    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",701629,"Isaac Newton","0032U0032U","Divendres","2018",7,"Juliol","20","19","Canvi de carril sense precaució","Tarda","427504.46 ","4585298.73","2.13142616217524","41.4141267919156"
"2018S003038    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",701629,"Isaac Newton","0036U0036U","Divendres","2018",4,"Abril","20","13","No respectar distàncies","Matí","427504.46 ","4585298.73","2.13142616217524","41.4141267919156"
"2018S008637    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",101008,"Tibidabo","0002 0004","Diumenge","2018",11,"Novembre","11","10","Altres","Matí","427926.45 ","4584909.46","2.13652136411505","41.4106587903831"
"2018S007227    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",143904,"General Mitre","0169 0171","Dimecres","2018",9,"Setembre","26","14","Manca d'atenció a la conducció","Tarda","428206.11 ","4584193.48","2.13995212064098","41.4042353010600"
"2018S005503    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",143904,"General Mitre","0169 0171","Dilluns","2018",7,"Juliol","16","20","Gir indegut o sense precaució","Tarda","428201.36 ","4584174.21","2.13989758679165","41.4040613193609"
"2018S003766    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",101008,"Tibidabo","0020 0020","Dilluns","2018",5,"Maig","14","20","No respectar distàncies","Tarda","427868.73 ","4585074.47","2.13581113644087","41.4121397831590"
"2018S002319    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",101008,"Tibidabo","0022 0022","Divendres","2018",3,"Març","23","12","Desobeir altres senyals","Matí","427842.59 ","4585092.43","2.13549625684755","41.4122991927801"
"2018S006255    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",32700,"Balmes","0426 0428","Dimarts","2018",8,"Agost","14","10","No respectat pas de vianants","Matí","428075.88 ","4584533.26","2.13835383911090","41.4072839099995"
"2018S009235    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",32700,"Balmes","0396 0396","Dilluns","2018",12,"Desembre","3","11","No determinada","Matí","428149.9  ","4584379.12","2.13925765548853","41.4059022591737"
"2018S005178    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",143904,"General Mitre","0220 0220","Dijous","2018",7,"Juliol","5","10","Desobeir altres senyals","Matí","428777.85 ","4584356.56","2.14677233076914","41.4057549985232"
"2018S007258    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",143904,"General Mitre","0175 0175","Dijous","2018",9,"Setembre","27","07","No determinada","Matí","428270.55 ","4584213.39","2.14072061918024","41.4044203795422"
