"Numero_expedient","Codi_districte","Nom_districte","Codi_barri","Nom_barri","Codi_carrer","Nom_carrer","Num_postal ","Descripcio_dia_setmana","NK_Any","Mes_any","Nom_mes","Dia_mes","Hora_dia","Descripcio_torn","Descripcio_causa_conductor","Coordenada_UTM_X_ED50","Coordenada_UTM_Y_ED50","Longitud","Latitud"
"2019S007111    ",10,"Sant Martí",72,"Sant Martí de Provençals",153205,"Guipúscoa","0106 0106","Dissabte","2019",9,"Setembre","14","15","Desobeir semàfor","Tarda","433366.06 ","4585856.75","2.20149508792770","41.4196605610278"
"2019S008097    ",10,"Sant Martí",73,"la Verneda i la Pau",153205,"Guipúscoa","0187 0189","Diumenge","2019",10,"Octubre","20","08","Manca d'atenció a la conducció","Matí","433933.76 ","4586440.43","2.20822406175084","41.4249645282899"
"2019S007463    ",10,"Sant Martí",70,"el Besòs i el Maresme",195409,"Maresme","0081 0085","Dissabte","2019",9,"Setembre","28","14","Altres","Tarda","434323.97 ","4585275.71","2.21302009160582","41.4145062260761"
"2019S000750    ",10,"Sant Martí",71,"Provençals del Poblenou",94300,"Cristóbal de Moura","0092 0092","Dilluns","2019",1,"Gener","28","20","Altres","Tarda","433757.51 ","4584880.79","2.20628594069318","41.4109027502124"
"2019S000750    ",10,"Sant Martí",71,"Provençals del Poblenou",94300,"Cristóbal de Moura","0092 0092","Dilluns","2019",1,"Gener","28","20","Desobeir semàfor","Tarda","433757.51 ","4584880.79","2.20628594069318","41.4109027502124"
"2019S004245    ",10,"Sant Martí",71,"Provençals del Poblenou",94300,"Cristóbal de Moura","0092 0092","Divendres","2019",5,"Maig","31","17","Manca d'atenció a la conducció","Tarda","433757.51 ","4584880.79","2.20628594069318","41.4109027502124"
"2019S007177    ",10,"Sant Martí",73,"la Verneda i la Pau",208205,"Menorca","0084 0084","Dimarts","2019",9,"Setembre","17","21","No determinada","Tarda","433180.78 ","4586046.78","2.19925711344479","41.4213567046332"
"2019S008263    ",10,"Sant Martí",71,"Provençals del Poblenou",322608,"Selva de Mar","0115 0115","Divendres","2019",10,"Octubre","25","06","Altres","Matí","434442.84 ","4584162.4 ","2.21456304471350","41.4044886277128"
"2019S005629    ",10,"Sant Martí",70,"el Besòs i el Maresme",144601,"Diagonal","0002 0002","Dimarts","2019",7,"Juliol","16","10","Desobeir semàfor","Matí","434740.05 ","4584980.32","2.21803019798512","41.4118796472699"
"2019S000915    ",10,"Sant Martí",73,"la Verneda i la Pau",318906,"Santander","0026 0026","Dilluns","2019",2,"Febrer","4","16","Altres","Tarda","433283.03 ","4586516.33","2.20042875894604","41.4255943080228"
"2019S008395    ",10,"Sant Martí",71,"Provençals del Poblenou",42306,"Bilbao","0120X0120X","Dimecres","2019",10,"Octubre","30","15","Canvi de carril sense precaució","Tarda","433090.05 ","4584419.2 ","2.19835163333035","41.4066899977190"
"2019S008615    ",10,"Sant Martí",71,"Provençals del Poblenou",94300,"Cristóbal de Moura","0159 0159","Dijous","2019",11,"Novembre","7","09","Altres","Matí","434039.87 ","4585166.59","2.20963287372697","41.4135001209317"
"2019S007771    ",10,"Sant Martí",70,"el Besòs i el Maresme",182509,"Lluís Dalmau","0001 0001","Dimarts","2019",10,"Octubre","8","16","Manca precaució efectuar marxa enrera","Tarda","434107.51 ","4585711.81","2.21038269780222","41.4184163287502"
"2019S006590    ",10,"Sant Martí",71,"Provençals del Poblenou",143609,"Josep Pla","0139 0139","Divendres","2019",8,"Agost","23","14","Manca d'atenció a la conducció","Tarda","433966.12 ","4585227.2 ","2.20874388106487","41.4140399573252"
"2019S009156    ",10,"Sant Martí",70,"el Besòs i el Maresme",195409,"Maresme","0130 0130","Dimarts","2019",11,"Novembre","26","20","Desobeir altres senyals","Tarda","434134.78 ","4585450.25","2.21073749815865","41.4160627644566"
"2019S006212    ",10,"Sant Martí",71,"Provençals del Poblenou",144601,"Diagonal","0102 0104","Diumenge","2019",8,"Agost","4","20","Manca d'atenció a la conducció","Tarda","433707.97 ","4584587.57","2.20572540361097","41.4082577060940"
"2019S005159    ",10,"Sant Martí",70,"el Besòs i el Maresme",253800,"Perpinyà","0031 0031","Diumenge","2019",6,"Juny","30","20","Manca d'atenció a la conducció","Tarda","434431.88 ","4585837.12","2.21425027387385","41.4195715227273"
"2019S004853    ",10,"Sant Martí",68,"el Poblenou",700667,"Jaume Vicens i Vives","0002X0002X","Dijous","2019",6,"Juny","20","22","Desconegut","Nit","433545.34 ","4582796.2 ","2.20397661928329","41.3921098447452"
"2019S001139    ",10,"Sant Martí",68,"el Poblenou",700667,"Jaume Vicens i Vives","0002X0002X","Dimarts","2019",2,"Febrer","12","20","Desobeir semàfor","Tarda","433545.34 ","4582796.2 ","2.20397661928329","41.3921098447452"
"2019S002723    ",10,"Sant Martí",68,"el Poblenou",270901,"Pujades","0099 0099","Diumenge","2019",4,"Abril","7","02","Altres","Nit","432888.8  ","4583472.91","2.19604907400171","41.3981502289901"
"2019S000673    ",10,"Sant Martí",70,"el Besòs i el Maresme",266405,"Prim","0092 0092","Divendres","2019",1,"Gener","25","09","Altres","Matí","434328.9  ","4585442.7 ","2.21306093178751","41.4160106657465"
"2019S003657    ",10,"Sant Martí",68,"el Poblenou",55501,"Calvell","0023 0025","Diumenge","2019",5,"Maig","12","19","Canvi de carril sense precaució","Tarda","433758.19 ","4583427.13","2.20645331373182","41.3978100571294"
"2019S000350    ",10,"Sant Martí",70,"el Besòs i el Maresme",701414,"C-31","020840000","Dimarts","2019",1,"Gener","15","08","Manca d'atenció a la conducció","Matí","434007.45 ","4585877.1 ","2.20916740261430","41.4198968320442"
"2019S004901    ",10,"Sant Martí",68,"el Poblenou",62609,"Icària","0204 0204","Divendres","2019",6,"Juny","21","23","Manca d'atenció a la conducció","Nit","433282.49 ","4583066.51","2.20080301975938","41.3945226783698"
"2019S006144    ",10,"Sant Martí",68,"el Poblenou",75702,"Carmen Amaya","0002 0002","Dijous","2019",8,"Agost","1","17","No determinada","Tarda","433401.39 ","4583009.01","2.20223149427716","41.3940146544353"
"2019S005163    ",10,"Sant Martí",68,"el Poblenou",75702,"Carmen Amaya","0002 0002","Dilluns","2019",7,"Juliol","1","08","Manca d'atenció a la conducció","Matí","433401.39 ","4583009.01","2.20223149427716","41.3940146544353"
"2019S006720    ",10,"Sant Martí",68,"el Poblenou",701265,"Litoral (Besòs)","000760000","Divendres","2019",8,"Agost","30","06","No respectar distàncies","Matí","433600.12 ","4582986.31","2.20461094808564","41.3938266489409"
"2019S000054    ",10,"Sant Martí",68,"el Poblenou",700654,"Litoral","0058 0062","Dijous","2019",1,"Gener","3","11","No respectat pas de vianants","Matí","433545.34 ","4582796.2 ","2.20397661928329","41.3921098447452"
"2019S009281    ",10,"Sant Martí",68,"el Poblenou",700654,"Litoral","0064 0068","Dissabte","2019",11,"Novembre","30","20","No respectar distàncies","Tarda","433600.12 ","4582986.31","2.20461094808564","41.3938266489409"
"2019S008600    ",10,"Sant Martí",68,"el Poblenou",701266,"Litoral (Llobregat)","000790000","Dimecres","2019",11,"Novembre","6","16","No respectar distàncies","Tarda","433406.97 ","4582829.32","2.20231801214324","41.3923966928595"
"2019S005809    ",10,"Sant Martí",68,"el Poblenou",701266,"Litoral (Llobregat)","0023E0000","Dilluns","2019",7,"Juliol","22","14","Manca d'atenció a la conducció","Tarda","433776.65 ","4583174.38","2.20670179085878","41.3955351203058"
"2019S002854    ",10,"Sant Martí",71,"Provençals del Poblenou",253902,"Perú","0162 0162","Dimecres","2019",4,"Abril","10","13","Avançament defectuós/improcedent","Matí","433282.38 ","4584986.25","2.20058991453290","41.4118132632020"
"2019S004018    ",10,"Sant Martí",71,"Provençals del Poblenou",253902,"Perú","0044X0044X","Divendres","2019",5,"Maig","24","15","Desobeir semàfor","Tarda","432709.25 ","4584421.07","2.19379589115974","41.4066750245401"
"2019S007604    ",10,"Sant Martí",68,"el Poblenou",183603,"Llacuna","0059 0059","Dijous","2019",10,"Octubre","3","12","Manca d'atenció a la conducció","Matí","433174.38 ","4583752.57","2.19943414418491","41.4006928602085"
"2019S005275    ",10,"Sant Martí",71,"Provençals del Poblenou",253902,"Perú","0082 0082","Dijous","2019",7,"Juliol","4","14","Altres","Tarda","432901.43 ","4584611.26","2.19607384563038","41.4084040918182"
"2019S004899    ",10,"Sant Martí",71,"Provençals del Poblenou",253902,"Perú","0136 0138","Divendres","2019",6,"Juny","21","18","Avançament defectuós/improcedent","Tarda","433161.56 ","4584849.53","2.19915953885122","41.4105718164143"
"2019S007999    ",10,"Sant Martí",71,"Provençals del Poblenou",253902,"Perú","0173 0173","Dimarts","2019",10,"Octubre","15","22","No determinada","Nit","433186.49 ","4584891.95","2.19945310768195","41.4109559562608"
"2019S006309    ",10,"Sant Martí",71,"Provençals del Poblenou",701414,"C-31","020670000","Dijous","2019",8,"Agost","8","15","Desobeir semàfor","Tarda","432800.78 ","4584710.49","2.19485870238781","41.4092894123411"
"2019S009624    ",10,"Sant Martí",71,"Provençals del Poblenou",701414,"C-31","020670000","Dissabte","2019",12,"Desembre","14","00","Desobeir semàfor","Nit","432800.78 ","4584710.49","2.19485870238781","41.4092894123411"
"2019S006678    ",10,"Sant Martí",71,"Provençals del Poblenou",701414,"C-31","020670000","Dimecres","2019",8,"Agost","28","08","Gir indegut o sense precaució","Matí","432800.78 ","4584710.49","2.19485870238781","41.4092894123411"
"2019S003589    ",10,"Sant Martí",71,"Provençals del Poblenou",115603,"Espronceda","0201 0201","Divendres","2019",5,"Maig","10","08","Desobeir semàfor","Matí","433092.71 ","4584796.53","2.19834169808027","41.4100887265074"
"2019S003701    ",10,"Sant Martí",71,"Provençals del Poblenou",701414,"C-31","020700000","Dimarts","2019",5,"Maig","14","08","Avançament defectuós/improcedent","Matí","433010.8  ","4584901.86","2.19735008015703","41.4110305752838"
"2019S001857    ",10,"Sant Martí",71,"Provençals del Poblenou",701414,"C-31","020700000","Dissabte","2019",3,"Març","9","09","Desobeir semàfor","Matí","432986.83 ","4584903.52","2.19706312230767","41.4110435263993"
"2019S000493    ",10,"Sant Martí",68,"el Poblenou",181608,"Roc Boronat","0009 0009","Dissabte","2019",1,"Gener","19","15","Desobeir altres senyals","Tarda","433362.1  ","4583372.31","2.20172153915819","41.3972835495672"
"2019S009232    ",10,"Sant Martí",71,"Provençals del Poblenou",701414,"C-31","020760000","Divendres","2019",11,"Novembre","29","08","No respectar distàncies","Matí","433509.21 ","4585341.22","2.20326466586079","41.4150291960433"
