"Numero_expedient","Codi_districte","Nom_districte","Codi_barri","Nom_barri","Codi_carrer","Nom_carrer","Num_postal ","Descripcio_dia_setmana","NK_Any","Mes_any","Nom_mes","Dia_mes","Hora_dia","Descripcio_causa_mediata","Descripcio_torn","Coordenada_UTM_X_ED50","Coordenada_UTM_Y_ED50","Longitud","Latitud"
"2021S006875    ",5,"Sarrià-Sant Gervasi",24,"les Tres Torres",143904,"General Mitre","0081 0091","Dilluns","2021",11,"Novembre","29","08","No respectar distàncies","Matí","427673.03","4583623.29","2.133643093","41.399049392"
"2021S006553    ",5,"Sarrià-Sant Gervasi",24,"les Tres Torres",143904,"General Mitre","0081 0091","Dimarts","2021",11,"Novembre","16","08","Desobeir altres senyals","Matí","427673.03","4583623.29","2.133643093","41.399049392"
"2021S006224    ",5,"Sarrià-Sant Gervasi",24,"les Tres Torres",28000,"Augusta","0304 0304","Dimarts","2021",11,"Novembre","2","20","Canvi de carril sense precaució","Tarda","427168.25","4583513.25","2.127618428","41.39801272"
"2021S001713    ",5,"Sarrià-Sant Gervasi",24,"les Tres Torres",143904,"General Mitre","0043 0045","Divendres","2021",4,"Abril","2","21","Avançament defectuós/improcedent","Tarda","427646.31","4583159.62","2.133378917","41.394870897"
"2021S001167    ",5,"Sarrià-Sant Gervasi",24,"les Tres Torres",320704,"Sarrià","0150 0152","Dilluns","2021",3,"Març","8","09","Manca d'atenció a la conducció","Matí","427427.75","4582907.31","2.130795037","41.392578739"
"2021S002241    ",5,"Sarrià-Sant Gervasi",24,"les Tres Torres",16204,"Àngel Guimerà","0001 0001","Divendres","2021",4,"Abril","30","12","No respectar distàncies","Matí","427666.87","4583193.06","2.133620833","41.395173929"
"2021S002311    ",5,"Sarrià-Sant Gervasi",24,"les Tres Torres",701434,"Mig (Descendent)","000370000","Dimarts","2021",5,"Maig","4","15","Canvi de carril sense precaució","Tarda","427707.30","4583220.56","2.134101122","41.395425248"
"2021S002338    ",5,"Sarrià-Sant Gervasi",23,"Sarrià",193108,"Manuel Girona","0077 0077","Dimecres","2021",5,"Maig","5","18","Gir indegut o sense precaució","Tarda","427289.06","4582900.00","2.129137143","41.392500367"
"2021S007539    ",5,"Sarrià-Sant Gervasi",23,"Sarrià",193108,"Manuel Girona","0077 0077","Divendres","2021",12,"Desembre","24","17","Canvi de carril sense precaució","Tarda","427289.06","4582900.00","2.129137143","41.392500367"
"2021S002663    ",5,"Sarrià-Sant Gervasi",23,"Sarrià",305201,"Sant Joan Bosco","0047 0049","Dijous","2021",5,"Maig","20","14","No determinada","Tarda","427134.24","4583124.61","2.127258417","41.394509318"
"2021S006217    ",5,"Sarrià-Sant Gervasi",24,"les Tres Torres",357103,"Vergós","0043 0043","Dimarts","2021",11,"Novembre","2","16","Canvi de carril sense precaució","Tarda","427188.64","4583454.74","2.127869358","41.397487592"
"2021S001376    ",5,"Sarrià-Sant Gervasi",24,"les Tres Torres",28000,"Augusta","0268 0270","Dimecres","2021",3,"Març","17","17","Manca d'atenció a la conducció","Tarda","427483.80","4583501.82","2.131394179","41.397938308"
"2021S003095    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",152508,"Guillem Tell","0004 0004","Dimecres","2021",6,"Juny","9","07","Desconegut","Matí","429011.18","4584078.78","2.149595954","41.40327114"
"2021S001274    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",143904,"General Mitre","0099 0099","Divendres","2021",3,"Març","12","19","Manca d'atenció a la conducció","Tarda","427772.15","4583752.04","2.134813347","41.400217906"
"2021S005313    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",108801,"Emancipació","0020 0022","Divendres","2021",9,"Setembre","24","02","Manca d'atenció a la conducció","Nit","427533.76","4584059.85","2.131924933","41.402968762"
"2021S005587    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",28000,"Augusta","0094 0096","Dimecres","2021",10,"Octubre","6","16","Desobeir semàfor","Tarda","429035.68","4583842.52","2.149916742","41.401145398"
"2021S000964    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",223606,"Muntaner","0498 0498","Dimecres","2021",2,"Febrer","24","16","Canvi de carril sense precaució","Tarda","427970.53","4584132.09","2.137141064","41.403658669"
"2021S001079    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",152508,"Guillem Tell","0038 0038","Dimecres","2021",3,"Març","3","14","Desobeir altres senyals","Tarda","428841.88","4583924.77","2.147588851","41.401869055"
"2021S006689    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",267000,"Riera de Cassoles","0011 0011","Dissabte","2021",11,"Novembre","20","21","Desobeir semàfor","Tarda","429098.10","4583932.53","2.150652857","41.401961595"
"2021S004500    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",302000,"Sant Gervasi","0049 0049","Dijous","2021",8,"Agost","12","08","Desobeir altres senyals","Matí","427930.97","4584877.95","2.136578967","41.410372777"
"2021S005684    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",32700,"Balmes","0423 0425","Dilluns","2021",10,"Octubre","11","14","No respectar distàncies","Tarda","428025.85","4584633.84","2.13774312","41.408182685"
"2021S006720    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",32700,"Balmes","0449 0449","Dilluns","2021",11,"Novembre","22","07","No determinada","Matí","427936.56","4584823.32","2.136652353","41.409881249"
"2021S005050    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",701268,"Dalt (Llobregat)","000800000","Dilluns","2021",9,"Setembre","13","08","Canvi de carril sense precaució","Matí","426784.38","4584603.64","2.122894904","41.407798508"
"2021S000834    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",95007,"Quatre Camins","0074 0074","Dimecres","2021",2,"Febrer","17","15","Manca d'atenció a la conducció","Tarda","427564.86","4584981.23","2.132186619","41.411270048"
"2021S001385    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",701268,"Dalt (Llobregat)","000850000","Dijous","2021",3,"Març","18","13","Manca d'atenció a la conducció","Matí","427143.16","4584946.47","2.127145712","41.410918844"
"2021S004172    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",701267,"Dalt (Besòs)","000900000","Dissabte","2021",7,"Juliol","24","10","Canvi de carril sense precaució","Matí","427504.46","4585298.73","2.131425947","41.414124185"
"2021S007207    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",305405,"Sant Joan de la Salle","0042 0042","Diumenge","2021",12,"Desembre","12","07","Manca d'atenció a la conducció","Matí","427388.30","4584611.17","2.130118735","41.407921136"
"2021S000350    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",32700,"Balmes","0403 0407","Divendres","2021",1,"Gener","22","21","Desconegut","Tarda","428074.74","4584502.20","2.138343653","41.407001436"
"2021S006567    ",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",115851,"Tren","0007 0007","Dimarts","2021",11,"Novembre","16","10","Manca d'atenció a la conducció","Matí","424225.81","4586883.86","2.092000987","41.428097992"
"2021S000510    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",32700,"Balmes","0386 0386","Dilluns","2021",2,"Febrer","1","17","No respectar distàncies","Tarda","428205.94","4584280.58","2.139939497","41.405017128"
"2021S000135    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",156407,"Homer","0027 0027","Diumenge","2021",1,"Gener","10","19","Manca d'atenció a la conducció","Tarda","428774.79","4584456.56","2.146723706","41.40665274"
"2021S007007    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",123408,"Lesseps","0033 0033","Divendres","2021",12,"Desembre","3","06","Altres","Matí","429031.87","4584373.70","2.149808856","41.405929201"
"2021S001553    ",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",335654,"Vallvidrera al Tibidabo","000080000","Dijous","2021",3,"Març","25","19","Altres","Tarda","425889.15","4585574.36","2.11206628","41.416459238"
"2021S006031    ",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",217909,"Mont d'Orsà","0068V0068V","Dimarts","2021",10,"Octubre","26","02","Manca precaució efectuar marxa enrera","Nit","424982.82","4584565.97","2.101347512","41.407293036"
"2021S005993    ",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",160007,"Església","0093 0093","Dissabte","2021",10,"Octubre","23","18","Altres","Tarda","424769.80","4585872.23","2.098636669","41.419037933"
"2021S004186    ",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",353769,"Vallvidrera al Tibidabo","0034 0036","Diumenge","2021",7,"Juliol","25","11","Desobeir semàfor","Matí","426457.71","4585922.58","2.118826524","41.419647753"
"2021S002187    ",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",314406,"Santa Creu Olorda a Sarrià","0390 0390","Dimarts","2021",4,"Abril","27","12","Manca d'atenció a la conducció","Matí","421906.71","4585677.35","2.064405108","41.417009469"
"2021S005470    ",6,"Gràcia",28,"Vallcarca i els Penitents",352507,"Vall d'Hebron","0017 0021","Divendres","2021",10,"Octubre","1","17","Manca d'atenció a la conducció","Tarda","428001.24","4585565.52","2.137337778","41.416571734"
"2021S006084    ",6,"Gràcia",28,"Vallcarca i els Penitents",701268,"Dalt (Llobregat)","000960000","Dimecres","2021",10,"Octubre","27","17","Canvi de carril sense precaució","Tarda","428057.22","4585517.89","2.13801323","41.416147767"
"2021S003216    ",6,"Gràcia",28,"Vallcarca i els Penitents",158107,"Vallcarca","0207 0207","Dilluns","2021",6,"Juny","14","09","Manca d'atenció a la conducció","Matí","428305.13","4585679.30","2.140960242","41.417623688"
"2021S007041    ",6,"Gràcia",28,"Vallcarca i els Penitents",116901,"Esteve Terradas","0023 0023","Divendres","2021",12,"Desembre","3","20","No respectar distàncies","Tarda","428313.45","4585180.58","2.141118921","41.413132665"
"2021S004677    ",6,"Gràcia",28,"Vallcarca i els Penitents",352507,"Vall d'Hebron","0001 0001","Dimarts","2021",8,"Agost","24","12","Altres","Matí","427936.06","4585528.58","2.136562321","41.416233185"
"2021S002618    ",6,"Gràcia",28,"Vallcarca i els Penitents",158107,"Vallcarca","0060 0060","Dimarts","2021",5,"Maig","18","15","No respectar distàncies","Tarda","428836.10","4584836.30","2.147412472","41.410078345"
"2021S001168    ",6,"Gràcia",28,"Vallcarca i els Penitents",158107,"Vallcarca","0126 0126","Dilluns","2021",3,"Març","8","10","Altres","Matí","428508.41","4585102.13","2.143460715","41.412443473"
"2021S005919    ",6,"Gràcia",28,"Vallcarca i els Penitents",158107,"Vallcarca","0126 0126","Dijous","2021",10,"Octubre","21","10","No respectar distàncies","Matí","428508.41","4585102.13","2.143460715","41.412443473"
"2021S005610    ",6,"Gràcia",28,"Vallcarca i els Penitents",158107,"Vallcarca","0134U0134U","Dijous","2021",10,"Octubre","7","12","No respectar distàncies","Matí","428484.07","4585130.36","2.143166173","41.412695563"
"2021S005023    ",6,"Gràcia",28,"Vallcarca i els Penitents",158107,"Vallcarca","0134U0134U","Dissabte","2021",9,"Setembre","11","22","Desobeir semàfor","Nit","428484.07","4585130.36","2.143166173","41.412695563"
"2021S005530    ",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",280803,"Reis Catòlics","0001 0001","Dilluns","2021",10,"Octubre","4","12","Manca d'atenció a la conducció","Matí","425220.98","4585274.61","2.104108975","41.413697608"
"2021S000166    ",6,"Gràcia",28,"Vallcarca i els Penitents",33509,"Ballester","0073 0073","Dimarts","2021",1,"Gener","12","10","Manca d'atenció a la conducció","Matí","428849.56","4584656.23","2.147594686","41.408457716"
"2021S003543    ",6,"Gràcia",28,"Vallcarca i els Penitents",158107,"Vallcarca","0010 0010","Diumenge","2021",6,"Juny","27","20","Desobeir semàfor","Tarda","429004.65","4584631.33","2.14945299","41.408247172"
"2021S000105    ",6,"Gràcia",28,"Vallcarca i els Penitents",44301,"Bolívar","0053 0053","Divendres","2021",1,"Gener","8","14","Manca d'atenció a la conducció","Tarda","428716.06","4584888.93","2.145970165","41.41054172"
"2021S004343    ",6,"Gràcia",28,"Vallcarca i els Penitents",229908,"Mare de Déu del Coll","0035 0035","Dilluns","2021",8,"Agost","2","09","Avançament defectuós/improcedent","Matí","428989.75","4584742.00","2.149261744","41.409242617"
"2021S001622    ",6,"Gràcia",30,"la Salut",344000,"Dalt","0052 0052","Dilluns","2021",3,"Març","29","10","No respectar distàncies","Matí","429468.19","4584748.86","2.154984718","41.409346551"
"2021S003435    ",6,"Gràcia",31,"la Vila de Gràcia",268105,"Providència","0092 0092","Dilluns","2021",6,"Juny","21","13","No determinada","Matí","429845.23","4584607.57","2.159511805","41.408107018"
"2021S002523    ",6,"Gràcia",30,"la Salut",344000,"Dalt","0031 0031","Divendres","2021",5,"Maig","14","14","Canvi de carril sense precaució","Tarda","429295.93","4584702.88","2.152929273","41.408917284"
"2021S001524    ",6,"Gràcia",30,"la Salut",320205,"Santuari St Josep Muntanya","0008 0014","Dimecres","2021",3,"Març","24","18","Manca precaució efectuar marxa enrera","Tarda","429405.55","4584884.17","2.154219534","41.410559736"
"2021S003060    ",6,"Gràcia",30,"la Salut",344000,"Dalt","0074 0076","Dimarts","2021",6,"Juny","8","08","Manca d'atenció a la conducció","Matí","429585.03","4584847.97","2.156370987","41.410249448"
"2021S007253    ",6,"Gràcia",30,"la Salut",312207,"Sanllehy","9999 9999","Dimarts","2021",12,"Desembre","14","07","No respectar distàncies","Matí","429989.58","4585224.54","2.161167271","41.413676438"
"2021S005063    ",6,"Gràcia",30,"la Salut",366002,"Mare de Déu de la Salut","0046 0046","Dilluns","2021",9,"Setembre","13","17","Manca d'atenció a la conducció","Tarda","429674.34","4584997.52","2.157422066","41.411604214"
"2021S006983    ",6,"Gràcia",28,"Vallcarca i els Penitents",158107,"Vallcarca","0205 0205","Dijous","2021",12,"Desembre","2","16","Desconegut","Tarda","428323.36","4585619.07","2.141185503","41.417082848"
"2021S005456    ",6,"Gràcia",28,"Vallcarca i els Penitents",158107,"Vallcarca","0205 0205","Divendres","2021",10,"Octubre","1","12","Manca d'atenció a la conducció","Matí","428323.36","4585619.07","2.141185503","41.417082848"
"2021S003982    ",6,"Gràcia",30,"la Salut",344000,"Dalt","0079 0079","Divendres","2021",7,"Juliol","16","08","No determinada","Matí","429565.33","4584872.60","2.156132436","41.410469555"
"2021S005783    ",6,"Gràcia",31,"la Vila de Gràcia",112004,"Escorial","0145 0145","Divendres","2021",10,"Octubre","15","09","Manca d'atenció a la conducció","Matí","429793.67","4584787.46","2.158874099","41.409722718"
"2021S001879    ",6,"Gràcia",30,"la Salut",76807,"Sardenya","0555 0555","Dilluns","2021",4,"Abril","12","17","Altres","Tarda","430024.46","4585146.04","2.161593668","41.412972456"
"2021S001063    ",6,"Gràcia",30,"la Salut",273207,"Rabassa","0069 0069","Dimarts","2021",3,"Març","2","11","Desobeir altres senyals","Matí","429554.29","4584774.59","2.156011773","41.409585847"
"2021S004114    ",6,"Gràcia",28,"Vallcarca i els Penitents",230000,"Mare de Déu del Coll","0015 0015","Dimecres","2021",7,"Juliol","21","21","Desobeir altres senyals","Tarda","428603.18","4585289.05","2.14457247","41.414135416"
"2021S006146    ",6,"Gràcia",30,"la Salut",229908,"Mare de Déu del Coll","0002 0002","Divendres","2021",10,"Octubre","29","18","Altres","Tarda","429102.32","4584612.34","2.150623663","41.408084762"
"2021S002233    ",6,"Gràcia",31,"la Vila de Gràcia",208001,"Torrent de l'Olla","0107 0107","Divendres","2021",4,"Abril","30","05","Desobeir altres senyals","Nit","429617.56","4583966.49","2.156862729","41.402313127"
"2021S005397    ",6,"Gràcia",31,"la Vila de Gràcia",206403,"Gran de Gràcia","0082 0082","Dimarts","2021",9,"Setembre","28","16","Canvi de carril sense precaució","Tarda","429476.54","4583733.97","2.15520293","41.400206539"
"2021S003743    ",6,"Gràcia",31,"la Vila de Gràcia",90502,"Còrsega","0321 0321","Dimarts","2021",7,"Juliol","6","13","No respectar distàncies","Matí","429854.21","4583372.81","2.159762397","41.39698675"
"2021S001925    ",6,"Gràcia",31,"la Vila de Gràcia",253505,"Perla","0011 0013","Dimecres","2021",4,"Abril","14","15","Manca d'atenció a la conducció","Tarda","429639.65","4584091.13","2.157112477","41.40343765"
"2021S006446    ",6,"Gràcia",31,"la Vila de Gràcia",148307,"Gràcia","0112 0112","Dijous","2021",11,"Novembre","11","11","Altres","Matí","429826.00","4583374.38","2.15942479","41.396998427"
"2021S007157    ",6,"Gràcia",31,"la Vila de Gràcia",138405,"Gal·la Placídia","0002 0002","Divendres","2021",12,"Desembre","10","03","Altres","Nit","429346.83","4583589.77","2.153668208","41.398896387"
"2021S003078    ",6,"Gràcia",31,"la Vila de Gràcia",267000,"Riera de Cassoles","0038 0038","Dimarts","2021",6,"Juny","8","18","Manca d'atenció a la conducció","Tarda","429064.33","4584142.62","2.150224265","41.403850817"
"2021S003272    ",6,"Gràcia",31,"la Vila de Gràcia",206403,"Gran de Gràcia","0234 0236","Dimecres","2021",6,"Juny","16","12","Altres","Matí","429162.81","4584236.84","2.151391291","41.40470811"
"2021S002399    ",6,"Gràcia",31,"la Vila de Gràcia",208001,"Torrent de l'Olla","0177 0177","Dissabte","2021",5,"Maig","8","08","Avançament defectuós/improcedent","Matí","429359.49","4584283.73","2.153738615","41.405147747"
"2021S004800    ",6,"Gràcia",31,"la Vila de Gràcia",28000,"Augusta","0068 0068","Dimarts","2021",8,"Agost","31","15","Canvi de carril sense precaució","Tarda","429175.94","4583759.86","2.151604197","41.400413284"
"2021S006771    ",6,"Gràcia",31,"la Vila de Gràcia",144601,"Diagonal","0464 0464","Dimecres","2021",11,"Novembre","24","06","No respectar distàncies","Matí","429622.47","4583282.14","2.157001058","41.396149857"
"2021S003352    ",6,"Gràcia",31,"la Vila de Gràcia",144601,"Diagonal","0466 0466","Dissabte","2021",6,"Juny","19","10","Manca d'atenció a la conducció","Matí","429599.35","4583274.46","2.156725412","41.396078661"
"2021S001774    ",6,"Gràcia",31,"la Vila de Gràcia",123408,"Lesseps","0003 0003","Dijous","2021",4,"Abril","8","07","Manca d'atenció a la conducció","Matí","429071.79","4584391.02","2.15028438","41.406088721"
"2021S000562    ",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",90502,"Còrsega","0529 0529","Dimecres","2021",2,"Febrer","3","10","Altres","Matí","430762.05","4584263.50","2.170519333","41.405087632"
"2021S000562    ",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",90502,"Còrsega","0529 0529","Dimecres","2021",2,"Febrer","3","10","No determinada","Matí","430762.05","4584263.50","2.170519333","41.405087632"
"2021S005799    ",6,"Gràcia",31,"la Vila de Gràcia",267000,"Riera de Cassoles","0002B0002B","Divendres","2021",10,"Octubre","15","19","Altres","Tarda","429146.58","4583890.27","2.151237727","41.401585251"
"2021S000372    ",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",144306,"Pi i Margall","0090 0092","Diumenge","2021",1,"Gener","24","20","No determinada","Tarda","430254.88","4584807.74","2.164389459","41.409945548"
"2021S004483    ",6,"Gràcia",31,"la Vila de Gràcia",267000,"Riera de Cassoles","0006 0006","Dimecres","2021",8,"Agost","11","11","Canvi de carril sense precaució","Matí","429132.19","4583916.56","2.151062515","41.401820766"
"2021S005567    ",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",144306,"Pi i Margall","0012 0012","Dimarts","2021",10,"Octubre","5","21","Manca d'atenció a la conducció","Tarda","430158.56","4584362.60","2.163288529","41.405927959"
"2021S002366    ",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",144306,"Pi i Margall","0020 0020","Dijous","2021",5,"Maig","6","16","Canvi de carril sense precaució","Tarda","430172.64","4584428.51","2.163449358","41.406522811"
"2021S007056    ",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",305100,"Sant Joan","0203 0203","Dissabte","2021",12,"Desembre","4","14","Desobeir semàfor","Tarda","430117.50","4584168.09","2.162819806","41.404172504"
"2021S003750    ",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",297001,"Sant Antoni Maria Claret","0064 0064","Dimarts","2021",7,"Juliol","6","11","Canvi de carril sense precaució","Matí","430487.63","4584336.07","2.167228191","41.40571755"
"2021S007409    ",6,"Gràcia",31,"la Vila de Gràcia",344101,"Gràcia","0247 0247","Diumenge","2021",12,"Desembre","19","12","Desobeir semàfor","Matí","430068.87","4584177.26","2.162237009","41.404250864"
"2021S000018    ",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",305100,"Sant Joan","0149 0149","Dissabte","2021",1,"Gener","2","17","Gir indegut o sense precaució","Tarda","430374.66","4583905.65","2.16592629","41.40183112"
"2021S004497    ",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",305100,"Sant Joan","0190 0190","Dijous","2021",8,"Agost","12","08","Desobeir semàfor","Matí","430227.37","4584130.75","2.164138434","41.403845744"
"2021S004234    ",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",305100,"Sant Joan","0204 0204","Dimecres","2021",7,"Juliol","28","12","Altres","Matí","430181.19","4584177.29","2.163580637","41.404260902"
"2021S001083    ",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",144306,"Pi i Margall","0002B0002B","Dimecres","2021",3,"Març","3","16","Manca d'atenció a la conducció","Tarda","430149.34","4584318.92","2.163183276","41.405533747"
"2021S000620    ",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",305100,"Sant Joan","0206 0210","Dissabte","2021",2,"Febrer","6","14","Manca d'atenció a la conducció","Tarda","430166.39","4584192.35","2.163401853","41.404395256"
"2021S007040    ",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",344101,"Gràcia","0315 0317","Divendres","2021",12,"Desembre","3","20","Gir indegut o sense precaució","Tarda","430377.45","4584427.95","2.165899554","41.406535542"
"2021S007024    ",6,"Gràcia",31,"la Vila de Gràcia",344101,"Gràcia","0200 0200","Divendres","2021",12,"Desembre","3","15","Manca d'atenció a la conducció","Tarda","429923.44","4584036.01","2.160513662","41.402966004"
"2021S006811    ",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",161407,"Indústria","0021 0021","Divendres","2021",11,"Novembre","26","09","Desobeir altres senyals","Matí","430355.65","4584048.02","2.165682502","41.403111752"
"2021S004690    ",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",161407,"Indústria","0031 0033","Dimecres","2021",8,"Agost","25","08","Desobeir semàfor","Matí","430390.29","4584082.47","2.166092913","41.403425033"
"2021S001743    ",6,"Gràcia",31,"la Vila de Gràcia",306306,"Sant Lluís","0055 0055","Dimarts","2021",4,"Abril","6","12","Altres","Matí","429932.33","4584340.25","2.160584768","41.405706962"
"2021S002289    ",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",289105,"Rosselló","0415B0415B","Diumenge","2021",5,"Maig","2","21","Canvi de carril sense precaució","Tarda","430863.08","4584178.55","2.171737633","41.404331215"
"2021S004602    ",6,"Gràcia",31,"la Vila de Gràcia",90502,"Còrsega","0379 0379","Dijous","2021",8,"Agost","19","12","Gir indegut o sense precaució","Matí","430114.83","4583630.43","2.16284997","41.399329751"
"2021S002726    ",7,"Horta-Guinardó",39,"Sant Genís dels Agudells",366909,"Vista-rica","0015 0015","Dilluns","2021",5,"Maig","24","20","Gir indegut o sense precaució","Tarda","426838.28","4586769.19","2.123277643","41.427307535"
"2021S006587    ",6,"Gràcia",31,"la Vila de Gràcia",50009,"Bruniquer","0063 0063","Dimecres","2021",11,"Novembre","17","12","Manca d'atenció a la conducció","Matí","430070.76","4584337.50","2.162241095","41.405694255"
"2021S000619    ",7,"Horta-Guinardó",39,"Sant Genís dels Agudells",148409,"Sant Cugat","0331 0337","Dissabte","2021",2,"Febrer","6","12","Desobeir altres senyals","Matí","427505.17","4587233.59","2.131202361","41.431550668"
"2021S007038    ",7,"Horta-Guinardó",39,"Sant Genís dels Agudells",352507,"Vall d'Hebron","0101X0101X","Dissabte","2021",12,"Desembre","4","03","Altres","Nit","428372.87","4586426.40","2.141682212","41.424358549"
"2021S001706    ",7,"Horta-Guinardó",39,"Sant Genís dels Agudells",701267,"Dalt (Besòs)","001050000","Dijous","2021",4,"Abril","1","18","Manca d'atenció a la conducció","Tarda","428373.45","4586366.57","2.141696244","41.423819737"
"2021S003690    ",7,"Horta-Guinardó",39,"Sant Genís dels Agudells",701502,"B-20 (Besòs)","001010000","Dissabte","2021",7,"Juliol","3","16","Altres","Tarda","428228.59","4585994.95","2.140006971","41.420459778"
"2021S000355    ",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",321605,"Pau Alsina","0053 0055","Dissabte","2021",1,"Gener","23","14","No respectat pas de vianants","Tarda","430176.75","4584691.69","2.163468144","41.408893539"
"2021S004332    ",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",321605,"Pau Alsina","0099 0103","Diumenge","2021",8,"Agost","1","13","Manca precaució incorporació circulació","Matí","430037.99","4584867.94","2.161787717","41.410468888"
"2021S002183    ",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",56504,"Camèlies","0042 0042","Dimarts","2021",4,"Abril","27","10","No respectat pas de vianants","Matí","429928.54","4585001.63","2.160462804","41.411663446"
"2021S006799    ",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",144306,"Pi i Margall","0077 0079","Dijous","2021",11,"Novembre","25","14","Altres","Tarda","430225.96","4584823.31","2.164041676","41.41008327"
"2021S004494    ",7,"Horta-Guinardó",41,"la Vall d'Hebron",701268,"Dalt (Llobregat)","0004S0000","Dimecres","2021",8,"Agost","11","22","Canvi de carril sense precaució","Nit","428786.86","4587440.81","2.146516521","41.433531737"
"2021S007237    ",7,"Horta-Guinardó",41,"la Vall d'Hebron",701268,"Dalt (Llobregat)","001150000","Dilluns","2021",12,"Desembre","13","16","No respectar distàncies","Tarda","428733.32","4587304.22","2.145891876","41.432296778"
"2021S007237    ",7,"Horta-Guinardó",41,"la Vall d'Hebron",701268,"Dalt (Llobregat)","001150000","Dilluns","2021",12,"Desembre","13","16","Manca d'atenció a la conducció","Tarda","428733.32","4587304.22","2.145891876","41.432296778"
"2021S006563    ",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",321605,"Pau Alsina","0119 0119","Dimarts","2021",11,"Novembre","16","14","No respectar distàncies","Tarda","429973.78","4584949.73","2.161010059","41.411199946"
"2021S005294    ",7,"Horta-Guinardó",41,"la Vall d'Hebron",701268,"Dalt (Llobregat)","0005S0000","Dijous","2021",9,"Setembre","23","12","Canvi de carril sense precaució","Matí","428446.73","4586497.93","2.142557563","41.425009375"
"2021S007357    ",7,"Horta-Guinardó",41,"la Vall d'Hebron",701268,"Dalt (Llobregat)","001100000","Divendres","2021",12,"Desembre","17","20","No respectar distàncies","Tarda","428564.96","4586831.81","2.143932866","41.428027018"
"2021S001294    ",7,"Horta-Guinardó",41,"la Vall d'Hebron",701268,"Dalt (Llobregat)","001100000","Dissabte","2021",3,"Març","13","21","Canvi de carril sense precaució","Tarda","428564.96","4586831.81","2.143932866","41.428027018"
"2021S004857    ",7,"Horta-Guinardó",41,"la Vall d'Hebron",701268,"Dalt (Llobregat)","001110000","Divendres","2021",9,"Setembre","3","20","Manca d'atenció a la conducció","Tarda","428598.71","4586926.27","2.144325584","41.428880782"
