"Numero_expedient","Codi_districte","Nom_districte","Codi_barri","Nom_barri","Codi_carrer","Nom_carrer","Num_postal ","Descripcio_dia_setmana","NK_Any","Mes_any","Nom_mes","Dia_mes","Hora_dia","Descripcio_causa_mediata","Descripcio_torn","Coordenada_UTM_X_ED50","Coordenada_UTM_Y_ED50","Longitud","Latitud"
"2021S002333    ",-1,"Desconegut",-1,"Desconegut",-1,"Guinardó                                          ","57","Dimecres","2021",5,"Maig","5","15","No respectar distàncies","Tarda","430550.11 ","4585063.91","2.167892048","41.412278361"
"2021S004053    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",209900,"Meridiana","0179 0179","Dilluns","2021",7,"Juliol","19","17","No respectar distàncies","Tarda","432112.41","4585138.78","2.186575082","41.413086252"
"2021S004679    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",346402,"Trinxant","0073 0075","Dimarts","2021",8,"Agost","24","16","No respectat pas de vianants","Tarda","431951.08","4585370.32","2.184618837","41.415158009"
"2021S004271    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",134801,"Freser","0218 0218","Dijous","2021",7,"Juliol","29","11","Gir indegut o sense precaució","Matí","431828.84","4585537.12","2.183137478","41.416649958"
"2021S005246    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",161407,"Indústria","0257 0257","Dimarts","2021",9,"Setembre","21","06","No determinada","Matí","431553.87","4585250.39","2.179879963","41.414044086"
"2021S003109    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",194406,"Maragall","0025 0027","Dimecres","2021",6,"Juny","9","19","Desobeir altres senyals","Tarda","431615.55","4585319.72","2.180610084","41.414673773"
"2021S003735    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",90502,"Còrsega","0653 0653","Dimarts","2021",7,"Juliol","6","08","Gir indegut o sense precaució","Matí","431374.61","4584865.06","2.17777896","41.410558247"
"2021S003455    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",161101,"Independència","0352 0352","Dimecres","2021",6,"Juny","23","16","Avançament defectuós/improcedent","Tarda","431492.68","4584929.88","2.179184175","41.411152138"
"2021S004939    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",268003,"Provença","0563 0563","Dimecres","2021",9,"Setembre","8","11","Manca d'atenció a la conducció","Matí","431680.50","4584770.14","2.18144927","41.409729406"
"2021S004773    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",289105,"Rosselló","0520 0520","Dilluns","2021",8,"Agost","30","19","Manca precaució incorporació circulació","Tarda","431592.77","4584843.88","2.180391364","41.410386093"
"2021S002931    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",191204,"Mallorca","0535B0535B","Dimecres","2021",6,"Juny","2","17","Desobeir semàfor","Tarda","431798.76","4584713.29","2.182870495","41.409227425"
"2021S006794    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",191204,"Mallorca","0536 0536","Dijous","2021",11,"Novembre","25","15","Manca d'atenció a la conducció","Tarda","431735.34","4584619.63","2.182122342","41.408378471"
"2021S006371    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",191204,"Mallorca","0538 0538","Dimarts","2021",11,"Novembre","9","03","Desobeir semàfor","Nit","431743.11","4584622.79","2.18221494","41.408407593"
"2021S004473    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",209900,"Meridiana","0117B0117B","Dimarts","2021",8,"Agost","10","16","No determinada","Tarda","432101.88","4584634.03","2.186505771","41.408539231"
"2021S006975    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",18505,"Aragó","0607 0607","Dijous","2021",12,"Desembre","2","14","Altres","Tarda","432097.65","4584627.68","2.186455879","41.408481681"
"2021S002280    ",10,"Sant Martí",72,"Sant Martí de Provençals",342503,"Treball","0241 0241","Dilluns","2021",5,"Maig","3","07","Desobeir semàfor","Matí","433143.91","4585685.56","2.198855735","41.418097466"
"2021S005201    ",10,"Sant Martí",65,"el Clot",18505,"Aragó","0560 0560","Dissabte","2021",9,"Setembre","18","20","No respectar distàncies","Tarda","431965.21","4584468.26","2.184889383","41.407034627"
"2021S000092    ",10,"Sant Martí",65,"el Clot",161101,"Independència","0265B0265B","Dijous","2021",1,"Gener","7","19","No determinada","Tarda","431935.11","4584429.96","2.184533604","41.406687121"
"2021S005284    ",10,"Sant Martí",65,"el Clot",169409,"Corts Catalanes","0823 0833","Dimecres","2021",9,"Setembre","22","21","Desobeir semàfor","Tarda","432229.00","4584196.97","2.188075527","41.404613493"
"2021S007071    ",10,"Sant Martí",65,"el Clot",169409,"Corts Catalanes","0823 0833","Diumenge","2021",12,"Desembre","5","13","Gir indegut o sense precaució","Matí","432229.00","4584196.97","2.188075527","41.404613493"
"2021S005034    ",10,"Sant Martí",72,"Sant Martí de Provençals",169409,"Corts Catalanes","0967E0967E","Diumenge","2021",9,"Setembre","12","14","No respectar distàncies","Tarda","432995.91","4584981.13","2.197162957","41.411740531"
"2021S000084    ",10,"Sant Martí",72,"Sant Martí de Provençals",30409,"Bac de Roda","0187 0191","Dijous","2021",1,"Gener","7","15","Canvi de carril sense precaució","Tarda","432849.10","4585214.59","2.195380596","41.413830979"
"2021S002382    ",10,"Sant Martí",72,"Sant Martí de Provençals",30409,"Bac de Roda","0193 0199","Divendres","2021",5,"Maig","7","15","Canvi de carril sense precaució","Tarda","432816.56","4585248.38","2.19498752","41.414132594"
"2021S006255    ",10,"Sant Martí",72,"Sant Martí de Provençals",153205,"Guipúscoa","0064X0064X","Dijous","2021",11,"Novembre","4","09","Desconegut","Matí","432957.16","4585412.34","2.196651539","41.415621084"
"2021S001864    ",10,"Sant Martí",65,"el Clot",209900,"Meridiana","0106 0106","Diumenge","2021",4,"Abril","11","19","Manca d'atenció a la conducció","Tarda","432157.98","4584545.43","2.187186855","41.407745976"
"2021S004517    ",10,"Sant Martí",65,"el Clot",209900,"Meridiana","0068 0078","Divendres","2021",8,"Agost","13","07","Desobeir semàfor","Matí","432154.14","4584227.32","2.187176597","41.404880528"
"2021S000850    ",10,"Sant Martí",65,"el Clot",209900,"Meridiana","0068 0078","Dijous","2021",2,"Febrer","18","12","Gir indegut o sense precaució","Matí","432154.14","4584227.32","2.187176597","41.404880528"
"2021S006236    ",10,"Sant Martí",65,"el Clot",209900,"Meridiana","0079 0079","Dimecres","2021",11,"Novembre","3","09","Manca d'atenció a la conducció","Matí","432103.40","4584219.45","2.186570493","41.404805359"
"2021S007136    ",10,"Sant Martí",65,"el Clot",209900,"Meridiana","0081 0083","Dijous","2021",12,"Desembre","9","08","Manca d'atenció a la conducció","Matí","432103.52","4584254.67","2.186567975","41.405122586"
"2021S001208    ",10,"Sant Martí",65,"el Clot",209900,"Meridiana","0097 0097B","Dimecres","2021",3,"Març","10","13","Manca d'atenció a la conducció","Matí","432104.20","4584454.84","2.186553641","41.406925516"
"2021S000394    ",10,"Sant Martí",72,"Sant Martí de Provençals",153205,"Guipúscoa","0089 0089","Dimarts","2021",1,"Gener","26","09","Desobeir semàfor","Matí","433288.99","4585809.69","2.200577943","41.419227535"
"2021S007449    ",10,"Sant Martí",65,"el Clot",18505,"Aragó","0556 0556","Dilluns","2021",12,"Desembre","20","20","Altres","Tarda","431924.04","4584428.36","2.184401353","41.406671772"
"2021S004267    ",10,"Sant Martí",65,"el Clot",115603,"Espronceda","0271 0275","Dijous","2021",7,"Juliol","29","12","Altres","Matí","432737.63","4585142.22","2.194054977","41.413169836"
"2021S002993    ",10,"Sant Martí",65,"el Clot",153205,"Guipúscoa","0016 0016","Dissabte","2021",6,"Juny","5","11","Desobeir semàfor","Matí","432690.87","4585166.26","2.193492853","41.41338244"
"2021S007664    ",10,"Sant Martí",65,"el Clot",169409,"Corts Catalanes","0911 0913","Divendres","2021",12,"Desembre","31","14","Manca d'atenció a la conducció","Tarda","432724.10","4584718.66","2.193940223","41.409353818"
"2021S004252    ",10,"Sant Martí",65,"el Clot",169409,"Corts Catalanes","0919 0921","Dijous","2021",7,"Juliol","29","08","Manca precaució efectuar marxa enrera","Matí","432743.01","4584737.27","2.194164384","41.409523017"
"2021S005609    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",191204,"Mallorca","0599 0599","Dijous","2021",10,"Octubre","7","13","No determinada","Matí","432063.77","4584971.19","2.186011972","41.411572708"
"2021S003168    ",10,"Sant Martí",65,"el Clot",169409,"Corts Catalanes","0859 0859","Dissabte","2021",6,"Juny","12","15","No respectar distàncies","Tarda","432514.82","4584476.45","2.191463517","41.407154748"
"2021S007448    ",10,"Sant Martí",65,"el Clot",350308,"València","0621 0621","Dilluns","2021",12,"Desembre","20","15","Altres","Tarda","432171.78","4584891.00","2.187313191","41.410859588"
"2021S003660    ",10,"Sant Martí",65,"el Clot",42306,"Bilbao","0214U0214U","Divendres","2021",7,"Juliol","2","13","Manca d'atenció a la conducció","Matí","432563.39","4584967.42","2.191989821","41.411580853"
"2021S007404    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",350308,"València","0619 0619","Diumenge","2021",12,"Desembre","19","09","Desobeir semàfor","Matí","432104.29","4584824.06","2.186513269","41.410250978"
"2021S005955    ",10,"Sant Martí",65,"el Clot",89004,"Consell de Cent","0601 0603","Divendres","2021",10,"Octubre","22","20","Altres","Tarda","431975.39","4584322.00","2.185027616","41.405718169"
"2021S005955    ",10,"Sant Martí",65,"el Clot",89004,"Consell de Cent","0601 0603","Divendres","2021",10,"Octubre","22","20","Gir indegut o sense precaució","Tarda","431975.39","4584322.00","2.185027616","41.405718169"
"2021S003296    ",10,"Sant Martí",65,"el Clot",226400,"Las Navas de Tolosa","0269 0269","Dijous","2021",6,"Juny","17","07","No determinada","Matí","432291.24","4585213.96","2.188706225","41.413778471"
"2021S001587    ",10,"Sant Martí",72,"Sant Martí de Provençals",153205,"Guipúscoa","0075 0075","Divendres","2021",3,"Març","26","18","Canvi de carril sense precaució","Tarda","433143.52","4585668.96","2.198852904","41.417947923"
"2021S004526    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",209900,"Meridiana","0143 0143","Divendres","2021",8,"Agost","13","13","Canvi de carril sense precaució","Matí","432109.62","4584851.42","2.186573964","41.410497852"
"2021S002653    ",10,"Sant Martí",65,"el Clot",151800,"Guatemala","0001 0001","Dimecres","2021",5,"Maig","19","23","No respectar distàncies","Nit","432641.56","4584635.63","2.192961999","41.408599074"
"2021S007414    ",10,"Sant Martí",65,"el Clot",42306,"Bilbao","0219 0221","Diumenge","2021",12,"Desembre","19","17","No respectar distàncies","Tarda","432645.74","4584851.61","2.192987952","41.410544695"
"2021S004537    ",10,"Sant Martí",70,"el Besòs i el Maresme",701278,"Taulat","0280X0280X","Dissabte","2021",8,"Agost","14","09","Altres","Matí","434859.88","4584888.75","2.219473534","41.41106181"
"2021S004404    ",10,"Sant Martí",65,"el Clot",81603,"Clot","0123 0127","Dijous","2021",8,"Agost","5","23","Manca d'atenció a la conducció","Nit","432334.04","4584883.29","2.189255302","41.410803831"
"2021S006171    ",10,"Sant Martí",65,"el Clot",169409,"Corts Catalanes","0855 0855","Dissabte","2021",10,"Octubre","30","19","Canvi de carril sense precaució","Tarda","432457.30","4584419.84","2.190781719","41.406640044"
"2021S002481    ",10,"Sant Martí",73,"la Verneda i la Pau",266405,"Prim","0164 0164","Dimecres","2021",5,"Maig","12","05","Manca d'atenció a la conducció","Nit","433895.38","4585961.08","2.207817086","41.420641211"
"2021S003462    ",10,"Sant Martí",70,"el Besòs i el Maresme",8705,"Alfons el Magnànim","0038 0038","Dimecres","2021",6,"Juny","23","14","No determinada","Tarda","434446.34","4585526.15","2.214456863","41.416769074"
"2021S003621    ",10,"Sant Martí",73,"la Verneda i la Pau",15201,"Andrade","0261 0261","Dijous","2021",7,"Juliol","1","12","Gir indegut o sense precaució","Matí","433860.70","4585981.22","2.207399913","41.420819751"
"2021S000827    ",10,"Sant Martí",65,"el Clot",226400,"Las Navas de Tolosa","0251 0251","Dimecres","2021",2,"Febrer","17","08","No determinada","Matí","432430.07","4585071.26","2.190383183","41.412504905"
"2021S002363    ",10,"Sant Martí",70,"el Besòs i el Maresme",701266,"Litoral (Llobregat)","000520000","Dijous","2021",5,"Maig","6","15","Envair calçada contrària","Tarda","435119.93","4585013.26","2.2225714","41.412204291"
"2021S007231    ",10,"Sant Martí",73,"la Verneda i la Pau",318906,"Santander","0042 0048","Dilluns","2021",12,"Desembre","13","09","Manca d'atenció a la conducció","Matí","433437.84","4586701.80","2.202260735","41.427274868"
"2021S005469    ",10,"Sant Martí",73,"la Verneda i la Pau",266405,"Prim","0139 0139","Divendres","2021",10,"Octubre","1","18","Canvi de carril sense precaució","Tarda","433765.98","4585977.90","2.206266886","41.420782041"
"2021S006395    ",10,"Sant Martí",73,"la Verneda i la Pau",60807,"Cantàbria","0071 0071","Dilluns","2021",11,"Novembre","8","20","Manca d'atenció a la conducció","Tarda","433122.44","4586300.72","2.198530777","41.423636247"
"2021S003002    ",10,"Sant Martí",73,"la Verneda i la Pau",60807,"Cantàbria","0071 0071","Dissabte","2021",6,"Juny","5","16","Desobeir semàfor","Tarda","433122.44","4586300.72","2.198530777","41.423636247"
"2021S001973    ",10,"Sant Martí",73,"la Verneda i la Pau",343200,"Trajana","0042 0042","Divendres","2021",4,"Abril","16","14","Gir indegut o sense precaució","Tarda","433467.25","4586865.82","2.202594619","41.428754586"
"2021S007296    ",10,"Sant Martí",72,"Sant Martí de Provençals",169409,"Corts Catalanes","1095 1095","Dimecres","2021",12,"Desembre","15","17","Manca d'atenció a la conducció","Tarda","433572.11","4585546.33","2.203994526","41.416878994"
"2021S003769    ",10,"Sant Martí",70,"el Besòs i el Maresme",270107,"Puigcerdà","0075 0079","Dimarts","2021",7,"Juliol","6","20","Manca d'atenció a la conducció","Tarda","434257.68","4585120.54","2.212243657","41.413100424"
"2021S000059    ",10,"Sant Martí",70,"el Besòs i el Maresme",143609,"Josep Pla","0086 0096","Dimarts","2021",1,"Gener","5","13","Manca d'atenció a la conducció","Matí","434174.89","4585052.69","2.21126052","41.412482536"
"2021S001982    ",10,"Sant Martí",73,"la Verneda i la Pau",266405,"Prim","0246 0246","Divendres","2021",4,"Abril","16","19","Manca precaució efectuar marxa enrera","Tarda","433397.47","4586442.75","2.201806186","41.424938331"
"2021S006359    ",10,"Sant Martí",70,"el Besòs i el Maresme",94300,"Cristóbal de Moura","0231 0231","Diumenge","2021",11,"Novembre","7","19","Manca d'atenció a la conducció","Tarda","434422.02","4585555.15","2.214162729","41.417028284"
"2021S007137    ",10,"Sant Martí",71,"Provençals del Poblenou",94300,"Cristóbal de Moura","0163 0163","Dijous","2021",12,"Desembre","9","12","No cedir la dreta","Matí","434016.75","4585168.30","2.209355889","41.41351083"
"2021S003019    ",10,"Sant Martí",70,"el Besòs i el Maresme",195409,"Maresme","0108 0110","Diumenge","2021",6,"Juny","6","13","Gir indegut o sense precaució","Matí","434227.56","4585374.34","2.211855683","41.415383871"
"2021S000988    ",10,"Sant Martí",71,"Provençals del Poblenou",42306,"Bilbao","0165 0165","Dijous","2021",2,"Febrer","25","17","Manca d'atenció a la conducció","Tarda","432961.27","4584534.23","2.196798063","41.407712536"
"2021S000777    ",10,"Sant Martí",70,"el Besòs i el Maresme",266405,"Prim","0040 0040","Dissabte","2021",2,"Febrer","13","21","Desobeir semàfor","Tarda","434546.44","4585266.35","2.215682684","41.414437283"
"2021S001683    ",10,"Sant Martí",71,"Provençals del Poblenou",73707,"Castella","0041 0043","Dijous","2021",4,"Abril","1","12","Desobeir semàfor","Matí","432873.57","4584437.94","2.195759572","41.406837955"
"2021S002548    ",10,"Sant Martí",70,"el Besòs i el Maresme",266405,"Prim","0095 0095","Divendres","2021",5,"Maig","14","19","Desconegut","Tarda","434172.58","4585559.08","2.211177748","41.417043273"
"2021S000972    ",10,"Sant Martí",70,"el Besòs i el Maresme",266405,"Prim","0107 0107","Dimecres","2021",2,"Febrer","24","19","Avançament defectuós/improcedent","Tarda","434082.44","4585653.18","2.210088961","41.417883414"
"2021S000106    ",10,"Sant Martí",70,"el Besòs i el Maresme",200600,"Marroc","0241 0241","Divendres","2021",1,"Gener","8","14","Altres","Tarda","434202.80","4585519.07","2.211543686","41.41668539"
"2021S002557    ",10,"Sant Martí",68,"el Poblenou",75702,"Carmen Amaya","0004 0006","Dissabte","2021",5,"Maig","15","20","Envair calçada contrària","Tarda","433472.45","4583070.25","2.203074428","41.394569327"
"2021S006180    ",10,"Sant Martí",68,"el Poblenou",700654,"Litoral","0058 0062","Diumenge","2021",10,"Octubre","31","06","Manca d'atenció a la conducció","Matí","433590.90","4582862.80","2.204513955","41.39271067"
"2021S003277    ",10,"Sant Martí",70,"el Besòs i el Maresme",195409,"Maresme","0152 0152","Dimecres","2021",6,"Juny","16","17","Gir indegut o sense precaució","Tarda","434089.08","4585515.62","2.210183408","41.416644991"
"2021S003298    ",10,"Sant Martí",68,"el Poblenou",55501,"Calvell","0005 0005","Dijous","2021",6,"Juny","17","14","Canvi de carril sense precaució","Tarda","433667.49","4583314.20","2.205380538","41.396782648"
"2021S002123    ",10,"Sant Martí",68,"el Poblenou",181608,"Roc Boronat","0019 0019","Dissabte","2021",4,"Abril","24","16","Desconegut","Tarda","433306.07","4583416.28","2.201046244","41.397672145"
"2021S000479    ",10,"Sant Martí",68,"el Poblenou",42306,"Bilbao","0001 0001","Divendres","2021",1,"Gener","29","21","Altres","Tarda","433768.40","4583724.23","2.206542671","41.400484013"
"2021S006279    ",10,"Sant Martí",71,"Provençals del Poblenou",253902,"Perú","0028 0032","Dijous","2021",11,"Novembre","4","10","Manca d'atenció a la conducció","Matí","432674.80","4584374.04","2.193388781","41.406245793"
"2021S001932    ",10,"Sant Martí",71,"Provençals del Poblenou",266405,"Prim","0117 0117","Dijous","2021",4,"Abril","15","13","No determinada","Matí","433983.63","4585720.51","2.20889933","41.418481721"
"2021S006607    ",10,"Sant Martí",68,"el Poblenou",183603,"Llacuna","0073X0073X","Dimecres","2021",11,"Novembre","17","21","Canvi de carril sense precaució","Tarda","433081.82","4583825.18","2.198318672","41.401336361"
"2021S006926    ",10,"Sant Martí",71,"Provençals del Poblenou",701414,"C-31","020670000","Dimarts","2021",11,"Novembre","30","17","No determinada","Tarda","432792.39","4584691.03","2.194760284","41.409110679"
"2021S006531    ",10,"Sant Martí",71,"Provençals del Poblenou",701414,"C-31","020670000","Dilluns","2021",11,"Novembre","15","09","Altres","Matí","432792.39","4584691.03","2.194760284","41.409110679"
"2021S005154    ",10,"Sant Martí",71,"Provençals del Poblenou",701414,"C-31","020670000","Divendres","2021",9,"Setembre","17","13","Manca d'atenció a la conducció","Matí","432792.39","4584691.03","2.194760284","41.409110679"
"2021S004176    ",10,"Sant Martí",71,"Provençals del Poblenou",322608,"Selva de Mar","0167S0167S","Dissabte","2021",7,"Juliol","24","15","Gir indegut o sense precaució","Tarda","433407.28","4585234.25","2.202056716","41.414054524"
"2021S003686    ",10,"Sant Martí",71,"Provençals del Poblenou",701414,"C-31","020750000","Dissabte","2021",7,"Juliol","3","13","Desobeir altres senyals","Matí","433366.47","4585249.15","2.201566805","41.414185339"
"2021S000332    ",10,"Sant Martí",71,"Provençals del Poblenou",701414,"C-31","020750000","Divendres","2021",1,"Gener","22","07","Manca precaució incorporació circulació","Matí","433366.47","4585249.15","2.201566805","41.414185339"
"2021S004395    ",10,"Sant Martí",71,"Provençals del Poblenou",115603,"Espronceda","0201 0201","Dijous","2021",8,"Agost","5","14","Gir indegut o sense precaució","Tarda","433092.12","4584771.86","2.198337167","41.409863713"
"2021S000236    ",10,"Sant Martí",71,"Provençals del Poblenou",701414,"C-31","020720000","Divendres","2021",1,"Gener","15","14","Canvi de carril sense precaució","Tarda","433153.07","4585040.78","2.199036626","41.412290876"
"2021S006183    ",10,"Sant Martí",71,"Provençals del Poblenou",200600,"Marroc","0083B0083B","Diumenge","2021",10,"Octubre","31","14","Gir indegut o sense precaució","Tarda","433385.80","4584725.16","2.201855801","41.409467506"
"2021S002321    ",10,"Sant Martí",71,"Provençals del Poblenou",701414,"C-31","020690000","Dimecres","2021",5,"Maig","5","08","Canvi de carril sense precaució","Matí","432938.00","4584831.59","2.196486705","41.410388833"
"2021S003586    ",10,"Sant Martí",71,"Provençals del Poblenou",30409,"Bac de Roda","0135 0137","Dimarts","2021",6,"Juny","29","13","Gir indegut o sense precaució","Matí","433293.26","4584760.93","2.200744745","41.409781997"
"2021S000723    ",10,"Sant Martí",68,"el Poblenou",110009,"Ramon Turró","0265 0265","Divendres","2021",2,"Febrer","12","06","Desobeir altres senyals","Matí","433815.83","4584025.48","2.207077071","41.403201207"
"2021S007133    ",10,"Sant Martí",71,"Provençals del Poblenou",169409,"Corts Catalanes","1096 1098","Dijous","2021",12,"Desembre","9","08","Desobeir altres senyals","Matí","433590.68","4585420.82","2.204230502","41.415750095"
"2021S000896    ",10,"Sant Martí",68,"el Poblenou",186703,"Llull","0233 0239","Dissabte","2021",2,"Febrer","20","19","Manca d'atenció a la conducció","Tarda","433617.35","4584013.21","2.204704109","41.403074321"
"2021S005524    ",10,"Sant Martí",68,"el Poblenou",186703,"Llull","0099 0099","Dilluns","2021",10,"Octubre","4","10","No determinada","Matí","432897.17","4583311.55","2.196166832","41.396694831"
"2021S004501    ",10,"Sant Martí",71,"Provençals del Poblenou",322608,"Selva de Mar","0142 0142","Dijous","2021",8,"Agost","12","12","Desobeir semàfor","Matí","433465.73","4585204.84","2.202759274","41.41379448"
"2021S007001    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",30409,"Bac de Roda","0098X0098X","Divendres","2021",12,"Desembre","3","05","Desobeir semàfor","Nit","433570.71","4584516.23","2.204090939","41.40760104"
"2021S007439    ",10,"Sant Martí",68,"el Poblenou",183603,"Llacuna","0140X0140X","Dilluns","2021",12,"Desembre","20","07","No respectar distàncies","Matí","432719.50","4584238.62","2.193938588","41.405029847"
"2021S007305    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",197302,"Marina","0069 0069","Dimecres","2021",12,"Desembre","15","20","Manca d'atenció a la conducció","Tarda","432355.36","4582830.17","2.189739923","41.392313749"
"2021S001105    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",197302,"Marina","0085 0085","Dijous","2021",3,"Març","4","11","Manca d'atenció a la conducció","Matí","432246.40","4582939.94","2.188424429","41.393293241"
"2021S003333    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",186703,"Llull","0087 0087","Divendres","2021",6,"Juny","18","15","Desobeir semàfor","Tarda","432806.82","4583225.77","2.195095659","41.395914684"
"2021S004510    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",330107,"Tànger","0038 0038","Dijous","2021",8,"Agost","12","19","Altres","Tarda","432316.61","4583648.08","2.189184982","41.39967718"
"2021S004118    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",701266,"Litoral (Llobregat)","000640000","Dijous","2021",7,"Juliol","22","11","Avançament defectuós/improcedent","Matí","434443.92","4584049.58","2.214587973","41.403469762"
"2021S007506    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",701266,"Litoral (Llobregat)","0024E0000","Dijous","2021",12,"Desembre","23","08","Avançament defectuós/improcedent","Matí","434723.77","4584307.91","2.217907814","41.405819268"
"2021S003582    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",700892,"Garcia Fària","0001 0001","Dimarts","2021",6,"Juny","29","13","Manca d'atenció a la conducció","Matí","433921.82","4583636.67","2.208387438","41.399708012"
"2021S003908    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",76807,"Sardenya","0037 0039","Dimarts","2021",7,"Juliol","13","17","No determinada","Tarda","432272.67","4582750.33","2.188759849","41.391587688"
"2021S004284    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",29206,"Àvila","0143 0143","Dijous","2021",7,"Juliol","29","16","Desobeir semàfor","Tarda","432436.70","4583733.42","2.190611942","41.40045592"
"2021S005423    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",322608,"Selva de Mar","0009 0009","Dijous","2021",9,"Setembre","30","07","Avançament defectuós/improcedent","Matí","434308.80","4584297.98","2.212944621","41.405696007"
"2021S003651    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",322608,"Selva de Mar","0009 0009","Divendres","2021",7,"Juliol","2","12","Avançament defectuós/improcedent","Matí","434308.80","4584297.98","2.212944621","41.405696007"
"2021S001878    ",1,"Ciutat Vella",1,"el Raval",298605,"Santcliment","0004 0004","Dilluns","2021",4,"Abril","12","17","Manca d'atenció a la conducció","Tarda","430287.29","4581369.19","2.165173255","41.378978456"
"2021S003759    ",1,"Ciutat Vella",1,"el Raval",701498,"B-10 (Besòs)","001090000","Dimecres","2021",7,"Juliol","7","03","Altres","Nit","431372.37","4580879.47","2.178204043","41.374661009"
"2021S003441    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",144601,"Diagonal","0218U0218U","Dimarts","2021",6,"Juny","22","20","Manca d'atenció a la conducció","Tarda","432542.34","4584211.83","2.191822254","41.404773702"
"2021S006455    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",144601,"Diagonal","0230 0238","Dijous","2021",11,"Novembre","11","12","Altres","Matí","432462.86","4584186.25","2.190874314","41.404536633"
"2021S006288    ",1,"Ciutat Vella",1,"el Raval",701367,"Raval","0040 0040","Divendres","2021",11,"Novembre","5","10","Manca d'atenció a la conducció","Matí","430711.67","4581202.17","2.170267058","41.377510831"
"2021S002571    ",1,"Ciutat Vella",1,"el Raval",310405,"Sant Ramon","0011B0011B","Diumenge","2021",5,"Maig","16","17","Desobeir altres senyals","Tarda","430829.69","4581249.20","2.17167293","41.377944576"
"2021S004078    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",701414,"C-31","020630000","Dimarts","2021",7,"Juliol","20","17","Desobeir semàfor","Tarda","432505.80","4584412.61","2.191362733","41.406579002"
"2021S001190    ",1,"Ciutat Vella",1,"el Raval",198804,"Paral·lel","0080A0080A","Dimarts","2021",3,"Març","9","16","Gir indegut o sense precaució","Tarda","430519.32","4580952.09","2.167995688","41.375241837"
"2021S004218    ",1,"Ciutat Vella",1,"el Raval",198804,"Paral·lel","0080A0080A","Dilluns","2021",7,"Juliol","26","17","Altres","Tarda","430519.32","4580952.09","2.167995688","41.375241837"
"2021S006569    ",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",367504,"Doctor Trueta","0100 0100","Dimarts","2021",11,"Novembre","16","17","Manca d'atenció a la conducció","Tarda","433011.45","4583010.25","2.197567113","41.393990631"
"2021S001267    ",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",700697,"Gregal","0033 0033","Dimecres","2021",3,"Març","10","12","No determinada","Matí","433448.05","4582286.52","2.202868748","41.387508434"
"2021S006045    ",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",700654,"Litoral","9994 9994","Dimarts","2021",10,"Octubre","26","18","Manca d'atenció a la conducció","Tarda","433139.46","4582456.80","2.19915934","41.3890165"
"2021S006578    ",1,"Ciutat Vella",1,"el Raval",308301,"Sant Oleguer","0002 0004","Dimecres","2021",11,"Novembre","17","00","Avançament defectuós/improcedent","Nit","430752.25","4581200.76","2.170752461","41.377501626"
"2021S003114    ",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",197302,"Marina","0016 0016","Dijous","2021",6,"Juny","10","01","No determinada","Nit","432987.53","4582269.63","2.197363","41.387318055"
"2021S000221    ",1,"Ciutat Vella",1,"el Raval",269108,"Portal de la Pau","0002 0002","Divendres","2021",1,"Gener","15","05","Desconegut","Nit","431229.39","4581076.77","2.176472014","41.376425825"
